bill_number,term,action_date,action,chamber,order
SB5687,2023-2024,2023-04-14,President signed.,S,31
SB5687,2023-2024,2023-04-17,Speaker signed.,H,32
SB5687,2023-2024,2023-04-19,Delivered to Governor.,O,33
SB5687,2023-2024,2023-04-25,Governor signed.,O,34
SB5687,2023-2024,2023-04-25,"Chapter 190, 2023 Laws.",O,35
SB5687,2023-2024,2023-04-25,Effective date 7/23/2023.,O,36
SB5688,2023-2024,2023-02-03,"First reading, referred to Environment, Energy & Technology.",S,1
SB5688,2023-2024,2023-02-10,"Public hearing in the Senate Committee on Environment, Energy & Technology at 8:00 AM.",S,2
SB5688,2023-2024,2023-02-17,"Executive action taken in the Senate Committee on Environment, Energy & Technology at 8:00 AM.",S,3
SB5688,2023-2024,2023-02-17,ENET - Majority; do pass.,S,4
SB5688,2023-2024,2023-02-17,And refer to Ways & Means.,S,5
SB5688,2023-2024,2023-02-17,Minority; do not pass.,S,6
SB5688,2023-2024,2023-02-17,Referred to Ways & Means.,S,7
SB5688,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",S,8
SB5689,2023-2024,2023-02-03,"First reading, referred to Business, Financial Services, Gaming & Trade.",S,1
SB5689,2023-2024,2023-02-09,"Public hearing in the Senate Committee on Business, Financial Services, Gaming & Trade at 10:30 AM.",S,2
SB5689,2023-2024,2023-02-16,"Executive action taken in the Senate Committee on Business, Financial Services, Gaming & Trade at 10:30 AM.",S,3
SB5689,2023-2024,2023-02-16,"BFGT - Majority; 1st substitute bill be substituted, do pass.",S,4
SB5689,2023-2024,2023-02-16,And refer to Ways & Means.,S,5
SB5689,2023-2024,2023-02-16,Minority; do not pass.,S,6
SB5689,2023-2024,2023-02-16,Minority; without recommendation.,S,7
SB5689,2023-2024,2023-02-17,Referred to Ways & Means.,S,8
SB5689,2023-2024,2023-03-09,Public hearing in the Senate Committee on Ways & Means at 4:00 PM.,S,9
SB5689,2023-2024,2023-03-16,Executive action taken in the Senate Committee on Ways & Means at 4:00 PM.,S,10
SB5689,2023-2024,2023-03-16,"WM - Majority; 2nd substitute bill be substituted, do pass.",S,11
SB5689,2023-2024,2023-03-16,Minority; do not pass.,S,12
SB5689,2023-2024,2023-03-20,Passed to Rules Committee for second reading.,S,13
SB5689,2023-2024,2023-03-28,Placed on second reading by Rules Committee.,S,14
SB5689,2023-2024,2023-04-17,"Senate Rules ""X"" file.",S,15
SB5689,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",S,16
SB5690,2023-2024,2023-02-03,"First reading, referred to Human Services.",S,1
SB5690,2023-2024,2023-02-13,Public hearing in the Senate Committee on Human Services at 10:30 AM.,S,2
SB5690,2023-2024,2023-02-14,Executive action taken in the Senate Committee on Human Services at 10:30 AM.,S,3
SB5690,2023-2024,2023-02-14,"HS - Majority; 1st substitute bill be substituted, do pass.",S,4
SB5690,2023-2024,2023-02-14,And refer to Ways & Means.,S,5
SB5690,2023-2024,2023-02-15,Referred to Ways & Means.,S,6
SB5690,2023-2024,2023-02-20,Executive action taken in the Senate Committee on Ways & Means at 9:00 AM.,S,7
SB5690,2023-2024,2023-02-20,WM - Majority; without recommendation.,S,8
SB5690,2023-2024,2023-02-21,Passed to Rules Committee for second reading.,S,9
SB5690,2023-2024,2023-03-07,Placed on second reading by Rules Committee.,S,10
SB5690,2023-2024,2023-03-10,"Senate Rules ""X"" file.",S,11
SB5690,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",S,12
SB5690,2023-2024,2024-01-08,"On motion, referred to Rules.",S,13
SB5690,2023-2024,2024-01-17,Placed on second reading by Rules Committee.,S,14
SB5690,2023-2024,2024-01-24,1st substitute bill substituted .,S,15
SB5690,2023-2024,2024-01-24,Floor amendment adopted.,S,16
SB5690,2023-2024,2024-01-24,Rules suspended.  Placed on Third Reading.,S,17
SB5690,2023-2024,2024-01-24,"Third reading, passed; yeas, 49; nays, 0; absent, 0; excused, 0.",S,18
SB5690,2023-2024,2024-02-05,"First reading, referred to Community Safety, Justice, & Reentry.",H,19
SB5690,2023-2024,2024-02-05,Committee relieved of further consideration.,H,20
SB5690,2023-2024,2024-02-05,Referred to Civil Rights & Judiciary.,H,21
SB5690,2023-2024,2024-02-14,Public hearing in the House Committee on Civil Rights & Judiciary at 8:00 AM.,H,22
SB5690,2023-2024,2024-02-16,Executive action taken in the House Committee on Civil Rights & Judiciary at 10:30 AM.,H,23
SB5690,2023-2024,2024-02-16,CRJ - Majority; do pass with amendment.,H,24
SB5690,2023-2024,2024-02-16,Minority; do not pass.,H,25
SB5690,2023-2024,2024-02-20,Referred to Rules 2 Review.,H,26
SB5690,2023-2024,2024-02-21,Rules Committee relieved of further consideration.  Placed on second reading.,H,27
SB5690,2023-2024,2024-02-27,Committee amendment adopted as amended.,H,28
SB5690,2023-2024,2024-02-27,Rules suspended.  Placed on Third Reading.,H,29
SB5690,2023-2024,2024-02-27,"Third reading, passed; yeas, 59; nays, 36; absent, 0; excused, 3.",H,30
SB5690,2023-2024,2024-02-27,Vote on final passage will be reconsidered.,H,31
SB5690,2023-2024,2024-02-27,"Third reading, passed; yeas, 58; nays, 37; absent, 0; excused, 3.",H,32
SB5690,2023-2024,2024-03-04,Senate refuses to concur in House amendments.  Asks House to recede from amendments.,S,33
SB5690,2023-2024,2024-03-05,House insists on its position and asks Senate to concur.,H,34
SB5690,2023-2024,2024-03-07,Returned to Senate Rules 3.,S,35
ESB5691,2023-2024,2023-02-03,"First reading, referred to Human Services.",E,1
ESB5691,2023-2024,2023-02-13,Public hearing in the Senate Committee on Human Services at 10:30 AM.,E,2
ESB5691,2023-2024,2023-02-14,Executive action taken in the Senate Committee on Human Services at 10:30 AM.,E,3
ESB5691,2023-2024,2023-02-14,HS - Majority; do pass.,E,4
ESB5691,2023-2024,2023-02-15,Passed to Rules Committee for second reading.,E,5
ESB5691,2023-2024,2023-03-03,Placed on second reading by Rules Committee.,E,6
ESB5691,2023-2024,2023-03-08,Floor amendment adopted.,E,7
ESB5691,2023-2024,2023-03-08,Rules suspended.  Placed on Third Reading.,E,8
ESB5691,2023-2024,2023-03-08,"Third reading, passed; yeas, 49; nays, 0; absent, 0; excused, 0.",E,9
ESB5691,2023-2024,2023-03-10,"First reading, referred to Human Services, Youth, & Early Learning.",H,10
ESB5691,2023-2024,2023-03-21,"Public hearing in the House Committee on Human Services, Youth, & Early Learning at 1:30 PM.",H,11
ESB5691,2023-2024,2023-03-24,"Executive action taken in the House Committee on Human Services, Youth, & Early Learning at 8:00 AM.",H,12
ESB5691,2023-2024,2023-03-24,"HSEL - Majority; do pass with amendment by Human Services, Youth, & Early Learning.",H,13
ESB5691,2023-2024,2023-03-29,Referred to Rules 2 Review.,H,14
ESB5691,2023-2024,2023-04-06,Rules Committee relieved of further consideration.  Placed on second reading.,H,15
ESB5691,2023-2024,2023-04-23,"By resolution, returned to Senate Rules Committee for third reading.",H,16
ESB5691,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",E,17
ESB5691,2023-2024,2024-02-15,"Senate Rules ""X"" file.",E,18
SB5692,2023-2024,2023-02-03,"First reading, referred to Early Learning & K-12 Education.",S,1
SB5692,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",S,2
SB5693,2023-2024,2023-02-03,"First reading, referred to Agriculture, Water, Natural Resources & Parks.",S,1
SB5693,2023-2024,2023-02-13,"Public hearing in the Senate Committee on Agriculture, Water, Natural Resources & Parks at 1:30 PM.",S,2
SB5693,2023-2024,2023-02-16,"Executive session scheduled, but no action was taken in the Senate Committee on Agriculture, Water, Natural Resources & Parks at 1:30 PM.",S,3
SB5693,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",S,4
SB5694,2023-2024,2023-02-03,"First reading, referred to State Government & Elections.",S,1
SB5694,2023-2024,2023-02-14,Public hearing in the Senate Committee on State Government & Elections at 1:30 PM.,S,2
SB5694,2023-2024,2023-02-17,Executive action taken in the Senate Committee on State Government & Elections at 8:00 AM.,S,3
SB5694,2023-2024,2023-02-17,SGE - Majority; do pass.,S,4
SB5694,2023-2024,2023-02-17,And refer to Ways & Means.,S,5
SB5694,2023-2024,2023-02-17,Minority; do not pass.,S,6
SB5694,2023-2024,2023-02-17,Referred to Ways & Means.,S,7
SB5694,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",S,8
SB5695,2023-2024,2023-02-03,"First reading, referred to Law & Justice.",S,1
SB5695,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",S,2
SB5696,2023-2024,2023-02-03,"First reading, referred to Ways & Means.",S,1
SB5696,2023-2024,2023-02-18,Public hearing in the Senate Committee on Ways & Means at 9:00 AM.,S,2
SB5696,2023-2024,2023-02-24,Executive action taken in the Senate Committee on Ways & Means at 9:00 AM.,S,3
SB5696,2023-2024,2023-02-24,"WM - Majority; 1st substitute bill be substituted, do pass.",S,4
SB5696,2023-2024,2023-02-24,Minority; without recommendation.,S,5
SB5696,2023-2024,2023-02-24,Passed to Rules Committee for second reading.,S,6
SB5696,2023-2024,2023-03-06,Placed on second reading by Rules Committee.,S,7
SB5696,2023-2024,2023-03-08,1st substitute bill substituted .,S,8
SB5696,2023-2024,2023-03-08,Rules suspended.  Placed on Third Reading.,S,9
SB5696,2023-2024,2023-03-08,"Third reading, passed; yeas, 49; nays, 0; absent, 0; excused, 0.",S,10
SB5696,2023-2024,2023-03-10,"First reading, referred to Appropriations.",H,11
SB5696,2023-2024,2023-03-16,Public hearing in the House Committee on Appropriations at 4:00 PM.,H,12
SB5696,2023-2024,2023-03-23,Executive action taken in the House Committee on Appropriations at 4:00 PM.,H,13
SB5696,2023-2024,2023-03-23,APP - Majority; do pass with amendment.,H,14
SB5696,2023-2024,2023-03-28,Referred to Rules 2 Review.,H,15
SB5696,2023-2024,2023-04-23,"By resolution, returned to Senate Rules Committee for third reading.",H,16
SB5696,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",S,17
SB5696,2023-2024,2024-01-08,"Senate Rules ""X"" file.",S,18
SB5697,2023-2024,2023-02-03,"First reading, referred to Housing.",S,1
SB5697,2023-2024,2023-02-10,Public hearing in the Senate Committee on Housing at 10:30 AM.,S,2
SB5697,2023-2024,2023-02-17,Executive action taken in the Senate Committee on Housing at 10:30 AM.,S,3
SB5697,2023-2024,2023-02-17,"HSG - Majority; 1st substitute bill be substituted, do pass.",S,4
SB5697,2023-2024,2023-02-17,And refer to Ways & Means.,S,5
SB5697,2023-2024,2023-02-17,Minority; do not pass.,S,6
SB5697,2023-2024,2023-02-17,Referred to Ways & Means.,S,7
SB5697,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",S,8
SB5698,2023-2024,2023-02-03,"First reading, referred to State Government & Elections.",S,1
SB5698,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",S,2
SB5699,2023-2024,2023-02-03,"First reading, referred to Agriculture, Water, Natural Resources & Parks.",S,1
SB5699,2023-2024,2023-02-13,"Public hearing in the Senate Committee on Agriculture, Water, Natural Resources & Parks at 1:30 PM.",S,2
SB5699,2023-2024,2023-02-16,"Executive session scheduled, but no action was taken in the Senate Committee on Agriculture, Water, Natural Resources & Parks at 1:30 PM.",S,3
SB5699,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",S,4
SB5700,2023-2024,2023-02-03,"First reading, referred to Health & Long Term Care.",S,1
SB5700,2023-2024,2023-02-09,Public hearing in the Senate Committee on Health & Long Term Care at 10:30 AM.,S,2
SB5700,2023-2024,2023-02-14,Executive action taken in the Senate Committee on Health & Long Term Care at 8:00 AM.,S,3
SB5700,2023-2024,2023-02-14,HLTC - Majority; do pass.,S,4
SB5700,2023-2024,2023-02-14,Minority; without recommendation.,S,5
SB5700,2023-2024,2023-02-15,Passed to Rules Committee for second reading.,S,6
SB5700,2023-2024,2023-02-27,Placed on second reading by Rules Committee.,S,7
SB5700,2023-2024,2023-03-06,Rules suspended.  Placed on Third Reading.,S,8
SB5700,2023-2024,2023-03-06,"Third reading, passed; yeas, 48; nays, 0; absent, 0; excused, 1.",S,9
SB5700,2023-2024,2023-03-08,"First reading, referred to Health Care & Wellness.",H,10
SB5700,2023-2024,2023-03-15,Public hearing in the House Committee on Health Care & Wellness at 1:30 PM.,H,11
SB5700,2023-2024,2023-03-22,Executive action taken in the House Committee on Health Care & Wellness at 1:30 PM.,H,12
SB5700,2023-2024,2023-03-22,HCW - Majority; do pass.,H,13
SB5700,2023-2024,2023-03-24,Referred to Rules 2 Review.,H,14
SB5700,2023-2024,2023-03-24,Rules Committee relieved of further consideration.  Placed on second reading.,H,15
SB5700,2023-2024,2023-03-24,Rules suspended.  Placed on Third Reading.,H,16
SB5700,2023-2024,2023-03-24,"Third reading, passed; yeas, 96; nays, 0; absent, 0; excused, 2.",H,17
SB5700,2023-2024,2023-03-29,President signed.,S,18
SB5700,2023-2024,2023-03-29,Speaker signed.,H,19
SB5700,2023-2024,2023-03-31,Delivered to Governor.,O,20
SB5700,2023-2024,2023-04-06,Governor signed.,O,21
SB5700,2023-2024,2023-04-06,"Chapter 51, 2023 Laws.",O,22
SB5700,2023-2024,2023-04-06,Effective date 7/23/2023.,O,23
SB5701,2023-2024,2023-02-03,"First reading, referred to Agriculture, Water, Natural Resources & Parks.",S,1
SB5701,2023-2024,2024-01-08,"By resolution, reintroduced and retained in present status.",S,2
SB5702,2023-2024,2023-02-06,"First reading, referred to Higher Education & Workforce Development.",S,1
SB5702,2023-2024,2023-02-15,Public hearing in the Senate Committee on Higher Education & Workforce Development at 8:00 AM.,S,2
SB5702,2023-2024,2023-02-17,Executive action taken in the Senate Committee on Higher Education & Workforce Development at 10:30 AM.,S,3
SB5702,2023-2024,2023-02-17,"HEWD - Majority; 1st substitute bill be substituted, do pass.",S,4
SB5702,2023-2024,2023-02-17,And refer to Ways & Means.,S,5
SB5702,2023-2024,2023-02-17,Referred to Ways & Means.,S,6
SB5702,2023-2024,2023-02-21,Public hearing in the Senate Committee on Ways & Means at 9:00 AM.,S,7
SB5702,2023-2024,2023-02-23,Executive action taken in the Senate Committee on Ways & Means at 9:00 AM.,S,8
SB5702,2023-2024,2023-02-23,WM - Majority; do pass 1st substitute bill proposed by Higher Education & Workforce Development.,S,9
SB5702,2023-2024,2023-02-23,Minority; without recommendation.,S,10
SB5702,2023-2024,2023-02-24,Passed to Rules Committee for second reading.,S,11
SB5702,2023-2024,2023-03-01,Placed on second reading by Rules Committee.,S,12
SB5702,2023-2024,2023-03-02,1st substitute bill substituted .,S,13
SB5702,2023-2024,2023-03-02,Floor amendment adopted.,S,14
SB5702,2023-2024,2023-03-02,Rules suspended.  Placed on Third Reading.,S,15
SB5702,2023-2024,2023-03-02,"Third reading, passed; yeas, 46; nays, 3; absent, 0; excused, 0.",S,16
SB5702,2023-2024,2023-03-06,"First reading, referred to Appropriations.",H,17
SB5702,2023-2024,2023-03-15,Public hearing in the House Committee on Appropriations at 4:00 PM.,H,18
SB5702,2023-2024,2023-03-22,Executive action taken in the House Committee on Appropriations at 4:00 PM.,H,19
SB5702,2023-2024,2023-03-22,APP - Majority; do pass with amendment.,H,20
SB5702,2023-2024,2023-03-22,Minority; do not pass.,H,21
SB5702,2023-2024,2023-03-27,Referred to Rules 2 Review.,H,22
SB5702,2023-2024,2023-04-03,Placed on second reading by Rules Committee.,H,23
SB5702,2023-2024,2023-04-05,Committee amendment adopted with no other amendments.,H,24
SB5702,2023-2024,2023-04-05,Rules suspended.  Placed on Third Reading.,H,25
SB5702,2023-2024,2023-04-05,"Third reading, passed; yeas, 60; nays, 38; absent, 0; excused, 0.",H,26
SB5702,2023-2024,2023-04-05,Vote on third reading will be reconsidered.,H,27
SB5702,2023-2024,2023-04-05,"Third reading, passed; yeas, 59; nays, 39; absent, 0; excused, 0.",H,28
SB5702,2023-2024,2023-04-19,Senate concurred in House amendments.,S,29
SB5702,2023-2024,2023-04-19,"Passed final passage; yeas, 42; nays, 7; absent, 0; excused, 0.",S,30
SB5702,2023-2024,2023-04-20,President signed.,S,31
SB5702,2023-2024,2023-04-21,Speaker signed.,H,32
SB5702,2023-2024,2023-04-21,Delivered to Governor.,O,33
SB5702,2023-2024,2023-05-08,Governor signed.,O,34
SB5702,2023-2024,2023-05-08,"Chapter 339, 2023 Laws.",O,35
SB5702,2023-2024,2023-05-08,Effective date 7/23/2023.,O,36
SB5703,2023-2024,2023-02-06,"First reading, referred to Higher Education & Workforce Development.",S,1
SB5703,2023-2024,2023-02-08,Public hearing in the Senate Committee on Higher Education & Workforce Development at 8:00 AM.,S,2
SB5703,2023-2024,2023-02-15,Executive action taken in the Senate Committee on Higher Education & Workforce Development at 8:00 AM.,S,3
