bill_number,session,title,status,primary_sponsors,intro_date,effective_date,chapter_num,companion,summary
A-0241,2024_2025,"Appointment of challengers-allow to any election dist, where challenger resides",ASL,"Inganamort, Michael; Fantasia, Dawn",2024-01-09,,,S-1875,Allows appointment of challengers to any election district within congressional or legislative district where challenger resides.
A-0242,2024_2025,Farm brewery & winery-brewery beverage lic.-permitted to produce hard cider,AOF,"Inganamort, Michael; Fantasia, Dawn",2024-01-09,,,S-1343,Establishes farm brewery and winery-brewery beverage license.
A-0245,2024_2025,School district cap banking-limits and clarifies use,AED,"Inganamort, Michael; Fantasia, Dawn",2024-01-09,,,,Limits and clarifies use of cap banking by school districts.
A-0249,2024_2025,"Fiscal Yr 2023 approp act-amends, proh moneys for climate change litigation",AEN,"Inganamort, Michael; Fantasia, Dawn",2024-01-09,,,,"Amends Fiscal Year 2023 annual appropriations act to prohibit use of appropriated moneys for, or to support, certain State litigation related to climate change and greenhouse gas emissions."
A-0250,2024_2025,"Prop tax exemp, long term-cost-benf analyses/financial impact findings approval",ASL,"Inganamort, Michael; Fantasia, Dawn",2024-01-09,,,,Requires cost-benefit analyses and local government financial impact findings for approval of long term property tax exemption; requires DCA to post Statewide database of these exemptions on its Internet website.
A-0251,2024_2025,Affordable fair share housing-incr max mun percentage by age-restricted units,AHO,"Inganamort, Michael; Fantasia, Dawn",2024-01-09,,,S-2106,Increases maximum municipal percentage of affordable fair share housing satisfied by age-restricted units to 50 percent.
A-0252,2024_2025,Electronic document transmission-req creditors accept for certain documents,AFI,"Inganamort, Michael; Fantasia, Dawn",2024-01-09,,,,Requires creditors to accept electronic document transmission for certain documents.
A-0253,2024_2025,Technology-prohibit State contracts with Chinese government-owned companies,ASL,"Inganamort, Michael; Fantasia, Dawn",2024-01-09,,,S-1862,Prohibits State contracts for technology with Chinese government-owned or affiliated companies.
A-0254,2024_2025,Slingshots-decriminalizes manufacture and certain possession,APS,"Inganamort, Michael; Fantasia, Dawn",2024-01-09,,,,Decriminalizes manufacture and certain possession of slingshots.
A-0258,2024_2025,Firearms & ammunitions-concerns credit card companies for purchases,APS,"Inganamort, Michael; Fantasia, Dawn",2024-01-09,,,S-1866,Prohibits use of new merchant category code by credit card companies for purchases of firearms and ammunitions.
A-0259,2024_2025,Farm worker housing-provides credit towards mun. fair share housing obligation,AHO,"Inganamort, Michael; Fantasia, Dawn",2024-01-09,,,,Provides procedures for crediting certain dwellings used by agricultural workers in determination of municipality's fair share housing obligation.
A-0260,2024_2025,Armed forces-exclude bonuses for reenlistment or vol extension from gross income,AMV,"Matsikoudis, Michele",2024-01-09,,,S-0872,Excludes bonuses for reenlistment or voluntary extension of enlistment in armed forces from gross income.
A-0261,2024_2025,Veterans affordable housing preference-establish; auth. bonus fair share credit,AMV,"Matsikoudis, Michele",2024-01-09,,,S-3826,Establishing veterans' affordable housing preference; authorizing bonus fair share credit for veterans' affordable housing.
A-0262,2024_2025,"Firefighters, volunteer-allows gross income tax credit",ASL,"Matsikoudis, Michele; Guardian, Donald A.; Azzariti Jr., John V.",2024-01-09,,,S-3315,Allows gross income tax credit for volunteer firefighters.
A-0263,2024_2025,Law enforcement officer retired due to disability-tuition assistance eligible,AHI,"Matsikoudis, Michele; Miller, Cody D.",2024-01-09,,,S-0925,Provides that former law enforcement officers who retired due to disability are eligible to receive tuition assistance to attend public institution of higher education or proprietary institution licensed to confer academic degrees.
A-0264,2024_2025,Wheelchair trailers-eliminates registration fee,ATR,"Matsikoudis, Michele; Sauickie, Alex",2024-01-09,,,,Eliminates registration fee for wheelchair trailers.
A-0265,2024_2025,"Accessibility signage-revises requirement, indicate for people with disabilities",AHU,"Matsikoudis, Michele; Sauickie, Alex",2024-01-09,,,S-0822,Revises requirements for signage indicating accessible facilities for people with disabilities.
A-0266,2024_2025,"Custody or visitation rights-proh. awarding, person convicted of minor sex crime",AJU,"Matsikoudis, Michele",2024-01-09,,,,Prohibits award of custody or visitation rights to persons convicted of certain sex crimes against minors.
A-0267,2024_2025,Nursing home-permit use of electronic monitoring devices at resident's request,AHU,"Matsikoudis, Michele",2024-01-09,,,,Requires nursing homes to permit use of electronic monitoring devices at request of resident.
A-0268,2024_2025,Human trafficking-commercial driver license applicants complete training course,ACW,"Matsikoudis, Michele",2024-01-09,,,,Requires applicants for commercial driver license to complete training course on handling and responding to suspected human trafficking.
A-0269,2024_2025,"Student, commits sexual offense-prohibits student from attending same school/bus",APS,"Matsikoudis, Michele",2024-01-09,,,,Prohibits student who commits certain sexual offenses from attending same school building or using same school bus as victim of offense.
A-0270,2024_2025,"Dyslexia-DOE establish pilot program, provide assistive technology to students",AED,"Matsikoudis, Michele",2024-01-09,,,S-2731,Establishes pilot program in DOE to provide assistive technology to elementary and middle school students with dyslexia and related conditions.
A-0271,2024_2025,Victims and witnesses testify-permits via close circuit television,AJU,"Matsikoudis, Michele; Flynn, Victoria A.",2024-01-09,,,S-1987,Permits victims and witnesses of human trafficking to testify in criminal proceedings via closed circuit television; permits judge to make motion to seek closed circuit testimony.
A-0272,2024_2025,Human trafficking crime-eliminates statute of limitations for prosecution,AJU,"Matsikoudis, Michele",2024-01-09,,,S-1988,Eliminates statute of limitations for prosecution of human trafficking crimes.
A-0273,2024_2025,STEM graduate retention tax credit-employers pay cert. employees' ed. loan debt,AST,"Matsikoudis, Michele",2024-01-09,,,,Provides STEM graduate retention tax credit for certain employers who pay certain employees' education loan debt.
A-0274,2024_2025,Defibrillators-NJT required to equip trains,ATR,"Matsikoudis, Michele",2024-01-09,,,S-0883,Requires NJT to equip trains with defibrillators.
A-0275,2024_2025,"Driver license renewal-allow by online/mail, undergone certain background checks",ATR,"Matsikoudis, Michele; Sampson, William B.; Inganamort, Michael",2024-01-09,,,S-2638,"Allows individuals that have undergone certain background checks, including individuals with certain commercial driver license endorsements, to renew license online or by mail."
A-0276,2024_2025,Student Mental Health Task Force-establishes,2RA,"Matsikoudis, Michele; Miller, Cody D.; Hall, Garnet R.",2024-01-09,,,S-2549,"Establishes ""Student Mental Health Task Force."""
A-0277,2024_2025,"Voting machines, new-req. to produce voter-verifiable paper record of each vote",ASL,"Matsikoudis, Michele",2024-01-09,,,S-2411,Requires new voting machines purchased or leased for use in elections in this State to produce voter-verifiable paper record of each vote cast.
A-0278,2024_2025,"Special ed.-estab. grant program, sch. dist develop in-dist & collaborative prog",AED,"Matsikoudis, Michele",2024-01-09,,,,Establishes grant program for school districts to develop in-district and collaborative special education programs and services to reduce need to place classified students out-of-district.
A-0279,2024_2025,Sex offenders-required to report internet identifiers and name changes,AJU,"Matsikoudis, Michele",2024-01-09,,,,Requires sex offenders to report Internet identifiers and name changes.
A-0280,2024_2025,"Sex offender-prohibits residing w/in 1,000 feet of victim's home or workplace",APS,"Matsikoudis, Michele",2024-01-09,,,,"Prohibits sex offenders from residing within 1,000 feet of victim's home or workplace."
A-0281,2024_2025,Handicapped spots-exempt fees,ATR,"Matsikoudis, Michele; Sauickie, Alex",2024-01-09,,,,Exempts parking spaces reserved for persons with a disability from meters or fees.
A-0282,2024_2025,Construction workforce recruitment and training program in DOLWD-establish,ALA,"Matsikoudis, Michele",2024-01-09,,,,Establishes construction workforce recruitment and training program in DOLWD.
A-0283,2024_2025,Veterinarian expenses-provides income tax deduction for,ACE,"Matsikoudis, Michele",2024-01-09,,,S-0615,Provides a gross income tax deduction for veterinarian expenses.
A-0284,2024_2025,"Opioid Antidote Coordinator, Statewide-establishes position",AHU,"Matsikoudis, Michele",2024-01-09,,,,Establishes position of Statewide Opioid Antidote Coordinator.
A-0285,2024_2025,Veteran-creates permanent commission to study various statutory definitions,AAP,"Matsikoudis, Michele; Speight, Shanique",2024-01-09,,,S-0417,"Creates permanent commission to study various statutory definitions of veteran, disabled veteran, and service-disabled veteran."
A-0286,2024_2025,"Service memb, cert-req DMVA assist with petition to change discharge designation",AMV,"Matsikoudis, Michele",2024-01-09,,,S-0938,Requires DMVA assist discharged service members who have diagnosed service-connected mental health condition with petitions to change discharge designation.
A-0287,2024_2025,Electric heating & water heating sys.-proh St rule mandating prior to DCA report,ACW,"Matsikoudis, Michele",2024-01-09,,,S-2014,Prohibits adoption of any State rule or regulation mandating electric heating or water heating systems in buildings prior to issuance of DCA report.
A-0288,2024_2025,"State Office of Consumer, independent-establishes",ACO,"Matsikoudis, Michele; Barranco, Christian E.",2024-01-09,,,S-0579,Establishes independent State Office of Consumer.
A-0289,2024_2025,Smarter Lunchroom Act-promotes healthy food choices in school cafeterias,AED,"Matsikoudis, Michele; Venezia, Michael",2024-01-09,,,S-1244,"""The Smarter Lunchroom Act;"" promotes healthy food choices in school cafeterias."
A-0290,2024_2025,Parking in disab. persons spots-allow holder of disab vet/Purple Heart lic plate,ATR,"Matsikoudis, Michele; Sampson, William B.",2024-01-09,,,S-2815,Allows holder of disabled veteran or Purple Heart license plate or placard to park in parking spots for persons with disability.
A-0291,2024_2025,Animal cruelty against victim's animal-include in definition of domestic viol.,ACE,"Matsikoudis, Michele",2024-01-09,,,,Includes animal cruelty against victim's animal within definition of domestic violence and other types of abuse; establishes immunity for reporting animal cruelty; mandates reporting of animal cruelty in certain circumstances.
A-0292,2024_2025,"Veterans professional licenses-req boards issue, credentials in good standing",ARP,"Matsikoudis, Michele",2024-01-09,,,S-0169,Requires professional boards to issue licenses under certain circumstances to veterans with credentials in good standing from another jurisdiction.
