"bill_id","session","session_type","primary_sponsor","cosponsors","outchamber_sponsors","status","summary","bill_url","LES_sponsor","term","bill_type","SS","commem","state","introduced","action_in_comm","action_beyond_comm","passed_chamber","law"
"AB0038","RS","RS","Steffen","Knodl; Armstrong; C. Anderson; Bare; Edming; Magnafici; Moses; Murphy; Mursau; O'Connor; Swearingen; Tusler; Jacobson","Cabral-Guevara; Roys; Spreitzer; Tomczyk","S - Available for Scheduling","An Act to amend 6.86 (1) (ac) of the statutes;  Relating to: absentee ballot request and return confirmation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab38","steffen","2023_2024","AB",0,0,"WI",1,1,1,1,0
"AB0039","RS","RS","Armstrong","Kurtz; Allen; Dittrich; Edming; Green; Kitchens; Magnafici; Murphy; Mursau; Novak; Snyder; Spiros; Summerfield; Tusler; VanderMeer","Feyen; Quinn","S - Available for Scheduling","An Act to renumber 76.639 (3); to amend 71.07 (8b) (e), 71.28 (8b) (e), 71.47 (8b) (e), 76.639 (5), 76.67 (2), 234.45 (1) (e) and 234.45 (4); and to create 76.639 (3) (b), 234.45 (1) (em) and 234.45 (5m) of the statutes;  Relating to: changes to the low-income housing tax credit. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab39","armstrong","2023_2024","AB",0,0,"WI",1,1,1,1,0
"AB0040","RS","RS","Allen","Murphy; Armstrong; Behnke; Edming; Gundrum; Gustafson; Knodl; Mursau; Spiros","Quinn; Cabral-Guevara","A - Education","An Act to amend 118.016 (1) (b); and to create 118.016 (3) and 118.016 (4) of the statutes;  Relating to: reading readiness assessments and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab40","allen","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0041","RS","RS","Murphy","Brandtjen; Behnke; Bodden; Donovan; Wichgers","Jacque","A - Criminal Justice and Public Safety","An Act to amend 165.775 (3) (b) and 165.775 (4) (b) of the statutes;  Relating to: a time limitation for processing sexual assault kits. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab41","murphy","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0042","RS","RS","Sortwell","Knodl; Duchow","Stroebel; Marklein; Nass","S - Government Operations","An Act to create 16.867 (3) of the statutes;  Relating to: selection of architects and engineers for state projects. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab42","sortwell","2023_2024","AB",0,0,"WI",1,1,1,1,0
"AB0044","RS","RS","Mursau","Armstrong; Behnke; Brooks; Dittrich; Spiros; Wichgers","Jacque; Taylor","A - Environment","An Act to create 292.11 (9) (g) of the statutes;  Relating to: the responsibility of a property owner for discharge of a hazardous substance by another.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab44","mursau","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0045","RS","RS","Knodl","Steffen; Armstrong; Behnke; Brandtjen; Dallman; Dittrich; Donovan; Duchow; Gundrum; Kitchens; Kurtz; Macco; Murphy; Mursau; Rettinger; Rodriguez; Rozar; Snyder; Sortwell; Swearingen; Tittl; Tusler; Zimmerman","Bradley; Feyen; Nass; Stroebel; Testin; Tomczyk; Wanggaard; Wimberger","A - Tabled","An Act to create 66.04045 of the statutes;  Relating to: restricting local regulation of utility service based on the type or source of energy. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab45","knodl","2023_2024","AB",0,0,"WI",1,1,1,0,0
"AB0046","RS","RS","Plumer","Mursau; Behnke; Bodden; Murphy; O'Connor; Schraa","Ballweg; Felzkowski; Marklein","A - Energy and Utilities","An Act to create 66.0401 (7), 196.378 (1) (e), 196.378 (4j), 196.491 (1) (h) and 196.491 (3) (a) 4. of the statutes;  Relating to: requiring notice to political subdivisions and landowners regarding proposed large solar energy facilities, requirements for applying for certificates for large solar electric generating facilities, joint development agreements related to large solar electric generating facilities, and granting rule-making authority. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab46","plumer","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0047","RS","RS","Spiros","Duchow; Schraa; Allen; Brandtjen; Dittrich; Donovan; Edming; Knodl; Michalski; Murphy; O'Connor; Rettinger; Rozar; Schutt; Steffen; Wichgers","Wanggaard; Bradley; James; Ballweg; Cabral-Guevara; Cowles; Jacque; Marklein; Nass; Stroebel","A - Enacted into Law","An Act to amend 19.85 (1) (a), 19.85 (1) (d), 304.06 (1) (d) 1., 304.06 (1) (d) 3g. and 304.06 (1) (eg); and to create 304.01 (3), (4) and (5) of the statutes;  Relating to: public access to actions by Parole Commission.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab47","spiros","2023_2024","AB",0,0,"WI",1,1,1,1,1
"AB0048","RS","RS","Kitchens","Billings; J. Anderson; Andraca; Baldeh; Clancy; Conley; Considine; Drake; Emerson; Goyke; Green; Gundrum; Gustafson; Haywood; Joers; Madison; Myers; Ohnstad; Ortiz-Velez; Palmeri; Riemer; Rodriguez; Rozar; Schraa; Shankland; Sinicki; Snyder; Subeck; Vining; Wittke","James; L. Johnson; Agard; Ballweg; Cowles; Felzkowski; Hesselbein; Larson; Roys; Smith; Spreitzer; Taylor; Wirch","A - Criminal Justice and Public Safety","An Act to amend 51.20 (13) (cr), 165.76 (1) (am), 938.34 (15) (a) 1., 944.30 (1m) (intro.), 944.30 (2m) and 973.015 (2m) (intro.) of the statutes;  Relating to:  prosecuting or adjudicating delinquent a person under the age of 18 for committing an act of prostitution.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab48","kitchens","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0049","RS","RS","Penterman","S. Johnson; Allen; Bare; Behnke; Dittrich; Duchow; Edming; Murphy; Ortiz-Velez; Rettinger; Schmidt; Sinicki; Spiros; Myers; Brooks","Testin; Nass; Ballweg; Cowles","A - Enacted into Law","An Act to amend 346.50 (2) and 346.50 (2a) (intro.) of the statutes;  Relating to: disabled parking privileges on University of Wisconsin System campuses. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab49","penterman","2023_2024","AB",0,0,"WI",1,1,1,1,1
"AB0050","RS","RS","Binsfeld","Behnke; Brooks; Brandtjen; Donovan; Kitchens; Murphy; Mursau; Rettinger; Sapik; Wichgers","Jacque; Marklein","A - Criminal Justice and Public Safety","An Act to amend 943.20 (3) (a) and 943.20 (3) (bf) of the statutes;  Relating to: felony theft of property and providing a penalty.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab50","binsfeld","2023_2024","AB",0,0,"WI",1,0,0,0,0
"AB0051","RS","RS","Macco","Steffen; Kitchens; Armstrong; Baldeh; Behnke; Duchow; Edming; Emerson; S. Johnson; Krug; Michalski; Murphy; Mursau; O'Connor; Ohnstad; Ortiz-Velez; Schmidt; Schraa; Snyder; Green","James; Taylor; Jacque","S - Available for Scheduling","An Act to renumber and amend 66.0501 (1); and to create 66.0501 (1) (b) and 165.85 (4) (a) 1m. of the statutes;  Relating to: appointment of certain lawfully present aliens as law enforcement officers.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab51","macco","2023_2024","AB",0,0,"WI",1,1,1,1,0
"AB0052","RS","RS","Spiros","Allen; Armstrong; Behnke; Brandtjen; Brooks; Donovan; Duchow; Edming; Green; Gundrum; Knodl; Krug; Michalski; Moses; Novak; O'Connor; Ortiz-Velez; Penterman; Rettinger; Rozar; Snyder; Steffen","James; Ballweg; Bradley; Feyen; Marklein; Nass; Stroebel; Testin; Tomczyk; Wanggaard","A - Rules","An Act to renumber 943.23 (1r); to renumber and amend 943.23 (1g); to amend 48.685 (5) (bm) 3., 48.686 (1) (c) 9., 103.34 (1) (b) 3., 165.84 (7) (ab) 1., 301.048 (2) (bm) 1. a., 301.26 (4) (cm) 1., 302.11 (1g) (a) 2., 753.061 (2m), 938.208 (1) (a), 938.34 (4h) (a), 938.34 (4m) (b) 1., 938.78 (3), 939.619 (1), 939.62 (2m) (a) 2m. b., 939.632 (1) (e) 1., 940.03, 941.29 (1g) (a), 941.291 (1) (b), 943.23 (4m), 946.82 (4), 949.03 (2), 969.08 (10) (b), 973.0135 (1) (b) 2., 973.123 (1) and 978.13 (1) (c); and to create 939.22 (21) (qm), 941.38 (1) (b) 17m. and 943.231 (title) and (3) of the statutes;  Relating to: reorganizing the crimes commonly known as “carjacking” and providing a penalty.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab52","spiros","2023_2024","AB",0,0,"WI",1,1,1,0,0
"AB0053","RS","RS","Duchow","Armstrong; Donovan; Moses; Murphy; Mursau; Nedweski; Novak; Rettinger; Sortwell","Jagler; Wanggaard; James; Nass; Stroebel; Cowles; Marklein","S - Education","An Act to create 115.385 (1) (e), 115.385 (1g) (g) and 118.124 of the statutes;  Relating to: reporting certain crimes and other incidents that occur on school property or school transportation and granting rule-making authority. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab53","duchow","2023_2024","AB",1,0,"WI",1,1,1,1,0
"AB0054","RS","RS","Duchow","Behnke; Brooks; Dittrich; Donovan; Edming; Kitchens; Magnafici; Michalski; Murphy; Novak; O'Connor; Rettinger; Rodriguez; Rozar; Spiros; Steffen; Wichgers; Wittke","Wanggaard; Bradley; Stroebel; Cowles; Marklein; Tomczyk","A - Tabled","An Act to renumber 969.001 (2); to renumber and amend 969.01 (1) and 969.035 (1); to amend 165.957 (4) (a) 1. and 2. and (c), 969.01 (4), 969.02 (3) (d) and 969.03 (1) (e); and to create 969.001 (2m), 969.001 (3) and 969.01 (1) (b) 2. of the statutes;  Relating to: statutory changes to implement the constitutional amendment relating to conditions of release.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab54","duchow","2023_2024","AB",0,0,"WI",1,1,1,0,0
"AB0055","RS","RS","Donovan","Knodl; Allen; Baldeh; Binsfeld; Duchow; Gundrum; S. Johnson; Kurtz; Maxey; Murphy; Myers; Nedweski; Novak; O'Connor; Ortiz-Velez; Rettinger; Steffen","Stroebel; L. Johnson; Jacque; Nass; Taylor","A - Enacted into Law","An Act to amend 346.65 (1) (a), 346.65 (1) (b), 346.65 (3), 346.65 (4m), 346.65 (5), 346.655 (1) and 346.657 (1) of the statutes;  Relating to: penalties for reckless driving and providing a penalty. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab55","donovan","2023_2024","AB",1,0,"WI",1,1,1,1,1
"AB0056","RS","RS","Donovan","Knodl; Allen; Baldeh; Binsfeld; Duchow; Gundrum; S. Johnson; Kurtz; Maxey; Murphy; Myers; Nedweski; Novak; O'Connor; Ortiz-Velez; Rettinger; Steffen","Nass; L. Johnson; Ballweg; Jacque; Taylor","A - Tabled","An Act to repeal 349.025 (1) (b); to renumber and amend 349.01 (2); to amend 349.03 (5) (a); and to create 349.01 (2) (m) and 349.115 of the statutes;  Relating to: impoundment of vehicles used in certain reckless driving offenses.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab56","donovan","2023_2024","AB",0,0,"WI",1,1,1,0,0
"AB0057","RS","RS","Rettinger","Michalski; Donovan; Behnke; Gundrum; Knodl; Murphy; Nedweski; Rozar; Summerfield","Hutton; Nass; Jacque","A - Veto Sustained","An Act to repeal 971.37; to amend 20.410 (1) (gL), 20.437 (1) (hh), 814.75 (8), 814.75 (8m), 814.76 (6), 814.80 (6), 814.81 (6), 971.38 (1) and 971.39 (1) (intro.); and to create 967.056 and 968.075 (7) (c) of the statutes;  Relating to:  dismissing or amending certain criminal charges and  deferred prosecution agreements for certain crimes.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab57","rettinger","2023_2024","AB",0,0,"WI",1,1,1,1,0
"AB0058","RS","RS","Michalski","Duchow; Allen; Armstrong; Behnke; Dittrich; Donovan; Gundrum; Maxey; Murphy; O'Connor; Rettinger","James; Feyen; Nass; Stroebel; Wanggaard","S - Judiciary and Public Safety","An Act to create 941.29 (4g) of the statutes;  Relating to: mandatory minimum sentence for felons who illegally possess a firearm and providing a penalty.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab58","michalski","2023_2024","AB",0,0,"WI",1,1,1,1,0
"AB0059","RS","RS","Sortwell","Steffen; Behnke; Duchow; Green; Gundrum; Murphy; Mursau; Penterman; Tusler","Wanggaard; Taylor","A - Judiciary","An Act to renumber and amend 949.01 (6), 949.03 (intro.), (1m), (2), (3) and (4) and 949.05; to amend 949.035 (1), 949.04 (3), 949.06 (1) (intro.), 949.06 (3) (intro.), 949.08 (1), (1m) (a) and (2) (a) and (b) and 949.15 (1); and to create 949.01 (6) (b), 949.03 (2m), 949.05 (2m) and 949.06 (3m) of the statutes;  Relating to: providing victim compensation for damage to a building by means of fire or explosives. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab59","sortwell","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0060","RS","RS","Bodden","Wichgers; Behnke; Brandtjen; Donovan; Gundrum; Murphy; Ortiz-Velez; Penterman; Sinicki; Subeck","Jacque","A - Rules","An Act to create 134.47 of the statutes;  Relating to: requirements for adult-entertainment establishments and providing a penalty.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab60","bodden","2023_2024","AB",0,0,"WI",1,1,1,0,0
"AB0061","RS","RS","Behnke","Joers; Knodl; Andraca; Baldeh; Doyle; Gustafson; Murphy; O'Connor; Ratcliff; Shankland; Subeck; Jacobson","Jacque; Hesselbein; Spreitzer","A - Tabled","An Act to create 20.370 (4) (gs) and 281.335 of the statutes;  Relating to: creating a deicer applicators certification program and making an appropriation. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab61","behnke","2023_2024","AB",0,0,"WI",1,1,1,0,0
"AB0062","RS","RS","Brooks","Green; Armstrong; Dittrich; Donovan; Duchow; Edming; Gundrum; Kitchens; Knodl; Macco; Michalski; O'Connor; Rettinger; Rozar; Schmidt; Spiros; Swearingen; Tittl","Stroebel; Ballweg; Cowles; Felzkowski; Feyen; James; Marklein; Quinn; Wanggaard","A - Enacted into Law","An Act to amend 40.51 (8), 40.51 (8m), 66.0137 (4), 120.13 (2) (g) and 185.983 (1) (intro.); and to create 632.722 of the statutes;  Relating to: assignment of dental benefits under health insurance.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab62","brooks","2023_2024","AB",0,0,"WI",1,1,1,1,1
"AB0063","RS","RS","Rozar","Allen; Behnke; Brooks; Callahan; Dittrich; Donovan; Edming; Gundrum; Knodl; Krug; Moses; Murphy; Mursau; Neylon; O'Connor; Penterman; Schutt; Steffen; Tusler; Zimmerman","Wimberger; Ballweg; Bradley; Felzkowski; Jagler; James; Marklein; Nass; Quinn; Stroebel; Wanggaard","A - Criminal Justice and Public Safety","An Act to create 253.109 and 940.01 (1) (c) of the statutes;  Relating to: requirements for children born alive following abortion or attempted abortion and providing a penalty.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab63","rozar","2023_2024","AB",0,0,"WI",1,0,0,0,0
"AB0064","RS","RS","Kitchens","Novak; Shankland; Krug; C. Anderson; J. Anderson; Andraca; Armstrong; Baldeh; Behnke; Considine; Donovan; Emerson; Green; Joers; Knodl; Moses; Mursau; Oldenburg; Petryk; Plumer; Rozar; Snodgrass; Snyder; Spiros; Subeck; O'Connor","Cowles; Testin; Ballweg; Cabral-Guevara; Pfaff; Roys; Spreitzer","A - Rules","An Act to repeal 281.75 (2) (e), 281.75 (9) (a) and 281.75 (11) (ae); to renumber and amend 281.75 (5) (f) and 281.75 (9) (b); to amend 281.75 (7) (c) 7., 281.75 (11) (a) 8. and 281.75 (11m); and to create 281.75 (2) (g), 281.75 (5) (f) 2., 281.75 (7) (d) and 281.75 (9) (am), (bm), (c) and (d) of the statutes;  Relating to: nitrate contamination and the well compensation grant program. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab64","kitchens","2023_2024","AB",0,0,"WI",1,1,1,0,0
"AB0065","RS","RS","Kitchens","Novak; Tranel; Shankland; Krug; J. Anderson; Andraca; Armstrong; Baldeh; Behnke; Considine; Dittrich; Donovan; Emerson; Green; Joers; S. Johnson; Knodl; Mursau; O'Connor; Oldenburg; Petryk; Plumer; Rozar; Sinicki; Snodgrass; Snyder; Spiros; VanderMeer","Cowles; Ballweg; Cabral-Guevara; Feyen; Jacque; Marklein; Pfaff; Quinn; Spreitzer; Testin","A - Enacted into Law","An Act to amend 93.59 (2) (a), 93.59 (2) (d), 93.59 (3), 281.68 (1t) (intro.), 281.68 (3) (a) 1. and 281.69 (3) (a); and to create 281.68 (1) (ar), 281.69 (1b) (br), 281.70 (1) (am) and 281.70 (4) (a) 4. of the statutes;  Relating to: eligibility for producer-led watershed, lake, and river protection grants. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab65","kitchens","2023_2024","AB",0,0,"WI",1,1,1,1,1
"AB0066","RS","RS","Duchow","Neylon; Behnke; Donovan; Emerson; S. Johnson; Kitchens; Knodl; Moses; Murphy; Mursau; Nedweski; O'Connor; Penterman; Pronschinske; Rettinger; Rodriguez; Rozar; Snodgrass; Spiros; Steffen; Tusler","Cowles; Spreitzer; Taylor; Wanggaard","A - Tabled","An Act to amend 342.14 (3) and 342.14 (3m); and to create 342.01 (2) (aj) of the statutes;  Relating to: fees for certain motor vehicle certificate of title transfers. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab66","duchow","2023_2024","AB",0,0,"WI",1,1,1,0,0
"AB0067","RS","RS","Green","August; Armstrong; Brooks; Dittrich; Duchow; Goeben; Gundrum; Kitchens; Moses; Murphy; Mursau; Nedweski; O'Connor; Penterman; Plumer; Rettinger; Sinicki; Spiros; Tittl","Nass; Marklein; Cowles; Taylor","A - Enacted into Law","An Act to amend 36.49 (4) of the statutes;  Relating to: the award of Wisconsin Merit scholarships to University of Wisconsin System students. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab67","green","2023_2024","AB",0,0,"WI",1,1,1,1,1
"AB0068","RS","RS","Allen","Knodl; Behnke; Bodden; Brooks; Duchow; Donovan; Gundrum; Murphy; Penterman; Rettinger; Rozar; Spiros; Steffen","Wanggaard; Bradley; Hutton; Nass; Stroebel","A - Rules","An Act to amend 940.02 (2) (intro.) of the statutes;  Relating to: first-degree reckless homicide and providing a penalty.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab68","allen","2023_2024","AB",0,0,"WI",1,1,1,0,0
"AB0069","RS","RS","Rettinger","Duchow; Penterman; Behnke; Donovan; Gundrum; Moses; Murphy; Nedweski","Cabral-Guevara","S - Received","An Act to create 118.07 (6) of the statutes;  Relating to: reporting to law enforcement certain crimes and other incidents that occur in or on public school buildings and grounds, requiring certain schools to employ armed school resource officers, and allocating federal American Rescue Plan Act of 2021 funding to reimburse schools for costs of employing armed school resource officers. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab69","rettinger","2023_2024","AB",1,0,"WI",1,1,1,1,0
"AB0070","RS","RS","Spiros","Behnke; Callahan; Dittrich; Donovan; Edming; Green; Kitchens; Moses; Murphy; Mursau; Neylon; Penterman; Plumer; Rettinger; Rozar","Wanggaard; Ballweg; Cabral-Guevara; James; Marklein","S - Judiciary and Public Safety","An Act to create 947.065 of the statutes;  Relating to: participation in a riot and providing a penalty.","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab70","spiros","2023_2024","AB",1,0,"WI",1,1,1,1,0
"AB0071","RS","RS","Kurtz","Novak; C. Anderson; Behnke; Bodden; Brandtjen; Cabrera; Donovan; Edming; Green; Gustafson; Kitchens; Knodl; Mursau; Ohnstad; Ortiz-Velez; Wichgers; Clancy","Jacque; Carpenter; Spreitzer","A - Sporting Heritage","An Act to amend 27.01 (7) (c) 11., 27.01 (8) (bn) 1., 29.193 (3) (c) and 29.563 (13) (b); and to create 29.235 (3r) and 29.563 (4) (a) 2w. of the statutes;  Relating to: the disability rating at which veterans qualify for certain hunting and fishing authorizations and exemptions from state park and trail admission fees. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab71","kurtz","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0072","RS","RS","Tusler","Penterman; Edming; Bodden; Mursau; Kitchens; Magnafici; Rozar; Steffen","Testin; Cabral-Guevara; Felzkowski; Taylor","A - Sporting Heritage","An Act to amend 25.29 (1) (a), 29.219 (4), 29.229 (2) (i), 29.2295 (2) (i), 29.231 (2), 29.236 (2), 29.563 (3) (a) 3. and 29.624 (1); and to create 25.17 (1) (jf), 25.29 (1) (g), 25.299, 29.219 (2g), 29.229 (2) (gm), 29.2295 (2) (gm) and 29.563 (3) (a) 4g. of the statutes;  Relating to: a resident lifetime fishing license, a lifetime fishing trust fund, providing an exemption from emergency rule procedures, and granting rule-making authority. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab72","tusler","2023_2024","AB",0,0,"WI",1,1,0,0,0
"AB0073","RS","RS","Oldenburg","Plumer; Brooks; Knodl; Michalski; Mursau; Nedweski; Rodriguez; Subeck","Ballweg; Cowles; Felzkowski; Marklein; Pfaff; Wanggaard","A - Tabled","An Act to amend 79.04 (5) (a) (intro.) and 79.04 (5) (b) (intro.); and to create 79.005 (1h) and 79.04 (8) of the statutes;  Relating to: changing the phase-out of utility aid payments for decommissioned power plants. (FE)","https://docs.legis.wisconsin.gov/2023/proposals/reg/asm/bill/ab73","oldenburg","2023_2024","AB",0,0,"WI",1,1,1,0,0
