bill_number,session_year,session_type,action_date,action,order
SR279,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",4
SR279,2024,RS,2024-04-15,adopted 38-0,5
SR280,2024,RS,2024-03-28,introduced in Senate,1
SR280,2024,RS,2024-03-28,to Committee on Committees (S),2
SR280,2024,RS,2024-04-12,to Senate Floor,3
SR280,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",4
SR280,2024,RS,2024-04-15,adopted 38-0,5
SR281,2024,RS,2024-03-28,introduced in Senate,1
SR281,2024,RS,2024-03-28,to Committee on Committees (S),2
SR281,2024,RS,2024-04-12,to Senate Floor,3
SR281,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",4
SR281,2024,RS,2024-04-15,adopted 38-0,5
SR282,2024,RS,2024-03-28,introduced in Senate,1
SR282,2024,RS,2024-03-28,to Committee on Committees (S),2
SR282,2024,RS,2024-04-12,to Senate Floor,3
SR282,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",4
SR282,2024,RS,2024-04-15,adopted 38-0,5
SR283,2024,RS,2024-03-28,introduced in Senate,1
SR283,2024,RS,2024-03-28,to Committee on Committees (S),2
SR283,2024,RS,2024-04-12,to Senate Floor,3
SR283,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",4
SR283,2024,RS,2024-04-15,adopted 38-0,5
SR284,2024,RS,2024-03-28,introduced in Senate,1
SR284,2024,RS,2024-03-28,to Committee on Committees (S),2
SR284,2024,RS,2024-04-12,to Senate Floor,3
SR284,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",4
SR284,2024,RS,2024-04-15,adopted 38-0,5
SR285,2024,RS,2024-03-28,introduced in Senate,1
SR285,2024,RS,2024-03-28,to Committee on Committees (S),2
SR285,2024,RS,2024-04-12,to Senate Floor,3
SR285,2024,RS,2024-04-15,"posted for passage in the Regular Orders of the Day for Monday, April 15, 2024",4
SR285,2024,RS,2024-04-15,adopted 36-1,5
SR286,2024,RS,2024-03-28,introduced in Senate,1
SR286,2024,RS,2024-03-28,to Committee on Committees (S),2
SR286,2024,RS,2024-04-12,to Senate Floor,3
SR286,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",4
SR286,2024,RS,2024-04-15,adopted 38-0,5
SR287,2024,RS,2024-03-28,introduced in Senate,1
SR287,2024,RS,2024-03-28,to Committee on Committees (S),2
SR287,2024,RS,2024-04-12,to Senate Floor,3
SR287,2024,RS,2024-04-15,adopted by voice vote,4
SR288,2024,RS,2024-03-28,introduced in Senate,1
SR288,2024,RS,2024-03-28,to Committee on Committees (S),2
SR288,2024,RS,2024-04-12,to Senate Floor,3
SR288,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",4
SR288,2024,RS,2024-04-15,adopted 38-0,5
SR289,2024,RS,2024-03-28,introduced in Senate,1
SR289,2024,RS,2024-03-28,to Committee on Committees (S),2
SR289,2024,RS,2024-04-12,to Senate Floor,3
SR289,2024,RS,2024-04-15,adopted by voice vote,4
SR290,2024,RS,2024-03-28,introduced in Senate,1
SR290,2024,RS,2024-03-28,to Committee on Committees (S),2
SR290,2024,RS,2024-04-12,to Senate Floor,3
SR290,2024,RS,2024-04-12,adopted by voice vote,4
SR291,2024,RS,2024-03-28,introduced in Senate,1
SR291,2024,RS,2024-03-28,to Committee on Committees (S),2
SR291,2024,RS,2024-04-12,to Senate Floor,3
SR291,2024,RS,2024-04-12,adopted by voice vote,4
HR148,2024,RS,2024-03-27,introduced in House,1
HR148,2024,RS,2024-03-27,to Committee on Committees (H),2
HR148,2024,RS,2024-03-28,to House Floor,3
HR148,2024,RS,2024-03-28,adopted by voice vote,4
SR265,2024,RS,2024-03-27,introduced in Senate,1
SR265,2024,RS,2024-03-27,to Committee on Committees (S),2
SR265,2024,RS,2024-04-12,to Senate Floor,3
SR265,2024,RS,2024-04-15,adopted by voice vote,4
SR266,2024,RS,2024-03-27,introduced in Senate,1
SR266,2024,RS,2024-03-27,to Committee on Committees (S),2
SR266,2024,RS,2024-04-12,to Senate Floor,3
SR266,2024,RS,2024-04-15,adopted by voice vote,4
SR267,2024,RS,2024-03-27,introduced in Senate,1
SR267,2024,RS,2024-03-27,to Committee on Committees (S),2
SR267,2024,RS,2024-04-12,to Senate Floor,3
SR267,2024,RS,2024-04-12,adopted by voice vote,4
SR268,2024,RS,2024-03-27,introduced in Senate,1
SR268,2024,RS,2024-03-27,to Committee on Committees (S),2
SR268,2024,RS,2024-04-12,to Senate Floor,3
SR268,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",4
SR268,2024,RS,2024-04-15,adopted 38-0,5
SR269,2024,RS,2024-03-27,introduced in Senate,1
SR269,2024,RS,2024-03-27,to Committee on Committees (S),2
SR269,2024,RS,2024-03-27,adopted by voice vote,3
SR270,2024,RS,2024-03-27,introduced in Senate,1
SR270,2024,RS,2024-03-27,to Committee on Committees (S),2
SR270,2024,RS,2024-03-27,adopted by voice vote,3
SR271,2024,RS,2024-03-27,introduced in Senate,1
SR271,2024,RS,2024-03-27,to Committee on Committees (S),2
SR271,2024,RS,2024-03-27,adopted by voice vote,3
SR272,2024,RS,2024-03-27,introduced in Senate,1
SR272,2024,RS,2024-03-27,to Committee on Committees (S),2
SR272,2024,RS,2024-04-12,to Senate Floor,3
SR272,2024,RS,2024-04-12,adopted by voice vote,4
HCR147,2024,RS,2024-03-26,introduced in House,1
HCR147,2024,RS,2024-03-26,to Committee on Committees (H),2
HCR147,2024,RS,2024-03-27,taken from Committee on Committees (H),3
HCR147,2024,RS,2024-03-27,placed in the Orders of the Day,4
HCR147,2024,RS,2024-03-28,adopted 91-0,5
HCR147,2024,RS,2024-03-28,received in Senate,6
HCR147,2024,RS,2024-03-28,adopted by voice vote,7
SCR259,2024,RS,2024-03-26,introduced in Senate,1
SCR259,2024,RS,2024-03-26,to Committee on Committees (S),2
SCR259,2024,RS,2024-03-27,to Senate Floor,3
SR260,2024,RS,2024-03-26,introduced in Senate,1
SR260,2024,RS,2024-03-26,to Committee on Committees (S),2
SR260,2024,RS,2024-03-27,to Senate Floor,3
SR260,2024,RS,2024-04-15,adopted by voice vote,4
SR261,2024,RS,2024-03-26,introduced in Senate,1
SR261,2024,RS,2024-03-26,to Committee on Committees (S),2
SR261,2024,RS,2024-03-27,to Senate Floor,3
SR261,2024,RS,2024-03-28,adopted by voice vote,4
SR262,2024,RS,2024-03-26,introduced in Senate,1
SR262,2024,RS,2024-03-26,to Committee on Committees (S),2
SR262,2024,RS,2024-03-27,to Senate Floor,3
SR262,2024,RS,2024-04-15,adopted by voice vote,4
SR263,2024,RS,2024-03-26,introduced in Senate,1
SR263,2024,RS,2024-03-26,to Committee on Committees (S),2
SR263,2024,RS,2024-03-27,to Senate Floor,3
SR263,2024,RS,2024-04-15,adopted by voice vote,4
SR264,2024,RS,2024-03-26,introduced in Senate,1
SR264,2024,RS,2024-03-26,to Committee on Committees (S),2
SR264,2024,RS,2024-03-27,to Senate Floor,3
SR264,2024,RS,2024-03-27,adopted by voice vote,4
HR145,2024,RS,2024-03-25,introduced in House,1
HR145,2024,RS,2024-03-25,to Committee on Committees (H),2
HR145,2024,RS,2024-03-26,taken from Committee on Committees (H),3
HR145,2024,RS,2024-03-26,to House Floor,4
HR145,2024,RS,2024-03-27,adopted by voice vote,5
HR146,2024,RS,2024-03-25,introduced in House,1
HR146,2024,RS,2024-03-25,to Committee on Committees (H),2
HR146,2024,RS,2024-04-12,adopted by voice vote,3
SR256,2024,RS,2024-03-25,introduced in Senate,1
SR256,2024,RS,2024-03-25,to Committee on Committees (S),2
SR256,2024,RS,2024-03-27,to Senate Floor,3
SR256,2024,RS,2024-04-15,adopted by voice vote,4
SR257,2024,RS,2024-03-25,introduced in Senate,1
SR257,2024,RS,2024-03-25,to Committee on Committees (S),2
SR257,2024,RS,2024-03-27,to Senate Floor,3
SR257,2024,RS,2024-04-12,adopted by voice vote,4
SR258,2024,RS,2024-03-25,introduced in Senate,1
SR258,2024,RS,2024-03-25,to Committee on Committees (S),2
SR258,2024,RS,2024-03-27,to Senate Floor,3
SR258,2024,RS,2024-04-12,adopted by voice vote,4
HR144,2024,RS,2024-03-22,introduced in House,1
HR144,2024,RS,2024-03-22,to Committee on Committees (H),2
SR254,2024,RS,2024-03-22,introduced in Senate,1
SR254,2024,RS,2024-03-22,to Committee on Committees (S),2
SR254,2024,RS,2024-03-25,to Senate Floor,3
SR254,2024,RS,2024-04-15,adopted by voice vote,4
SR255,2024,RS,2024-03-22,introduced in Senate,1
SR255,2024,RS,2024-03-22,to Committee on Committees (S),2
SR255,2024,RS,2024-03-25,to Senate Floor,3
SR255,2024,RS,2024-04-15,adopted by voice vote,4
HR140,2024,RS,2024-03-21,introduced in House,1
HR140,2024,RS,2024-03-21,to Committee on Committees (H),2
HR140,2024,RS,2024-03-22,to House Floor,3
HR140,2024,RS,2024-03-28,adopted by voice vote,4
HR141,2024,RS,2024-03-21,introduced in House,1
HR141,2024,RS,2024-03-21,to Committee on Committees (H),2
HR141,2024,RS,2024-03-25,to House Floor,3
HR141,2024,RS,2024-03-26,adopted by voice vote,4
HR142,2024,RS,2024-03-21,introduced in House,1
HR142,2024,RS,2024-03-21,to Committee on Committees (H),2
HR143,2024,RS,2024-03-21,introduced in House,1
HR143,2024,RS,2024-03-21,to Committee on Committees (H),2
HR143,2024,RS,2024-03-27,to House Floor,3
HR143,2024,RS,2024-03-27,adopted by voice vote,4
SCR250,2024,RS,2024-03-21,introduced in Senate,1
SCR250,2024,RS,2024-03-21,to Committee on Committees (S),2
SCR250,2024,RS,2024-03-25,to Senate Floor,3
SCR253,2024,RS,2024-03-21,introduced in Senate,1
SCR253,2024,RS,2024-03-21,to Committee on Committees (S),2
SCR253,2024,RS,2024-03-25,to Senate Floor,3
SR239,2024,RS,2024-03-21,introduced in Senate,1
SR239,2024,RS,2024-03-21,to Committee on Committees (S),2
SR239,2024,RS,2024-03-21,adopted by voice vote,3
SR240,2024,RS,2024-03-21,introduced in Senate,1
SR240,2024,RS,2024-03-21,to Committee on Committees (S),2
SR240,2024,RS,2024-03-21,adopted by voice vote,3
SR241,2024,RS,2024-03-21,introduced in Senate,1
SR241,2024,RS,2024-03-21,to Committee on Committees (S),2
SR241,2024,RS,2024-03-25,to Senate Floor,3
SR241,2024,RS,2024-03-27,adopted by voice vote,4
SR242,2024,RS,2024-03-21,introduced in Senate,1
SR242,2024,RS,2024-03-21,to Committee on Committees (S),2
SR242,2024,RS,2024-03-25,to Senate Floor,3
SR242,2024,RS,2024-04-12,adopted by voice vote,4
SR243,2024,RS,2024-03-21,introduced in Senate,1
SR243,2024,RS,2024-03-21,to Committee on Committees (S),2
SR243,2024,RS,2024-03-25,to Senate Floor,3
SR243,2024,RS,2024-04-15,adopted by voice vote,4
SR244,2024,RS,2024-03-21,introduced in Senate,1
SR244,2024,RS,2024-03-21,to Committee on Committees (S),2
SR244,2024,RS,2024-03-25,to Senate Floor,3
SR244,2024,RS,2024-04-15,adopted by voice vote,4
SR245,2024,RS,2024-03-21,introduced in Senate,1
SR245,2024,RS,2024-03-21,to Committee on Committees (S),2
SR245,2024,RS,2024-03-22,adopted by voice vote,3
SR246,2024,RS,2024-03-21,introduced in Senate,1
SR246,2024,RS,2024-03-21,to Committee on Committees (S),2
SR246,2024,RS,2024-03-25,to Senate Floor,3
SR246,2024,RS,2024-04-15,adopted by voice vote,4
SR247,2024,RS,2024-03-21,introduced in Senate,1
SR247,2024,RS,2024-03-21,to Committee on Committees (S),2
SR247,2024,RS,2024-03-25,to Senate Floor,3
SR247,2024,RS,2024-04-12,adopted by voice vote,4
SR248,2024,RS,2024-03-21,introduced in Senate,1
SR248,2024,RS,2024-03-21,to Committee on Committees (S),2
SR248,2024,RS,2024-03-25,to Senate Floor,3
SR248,2024,RS,2024-04-15,adopted by voice vote,4
SR249,2024,RS,2024-03-21,introduced in Senate,1
SR249,2024,RS,2024-03-21,to Committee on Committees (S),2
SR249,2024,RS,2024-03-25,to Senate Floor,3
SR249,2024,RS,2024-04-15,adopted by voice vote,4
SR251,2024,RS,2024-03-21,introduced in Senate,1
SR251,2024,RS,2024-03-21,to Committee on Committees (S),2
SR251,2024,RS,2024-03-22,adopted by voice vote,3
SR252,2024,RS,2024-03-21,introduced in Senate,1
SR252,2024,RS,2024-03-21,to Committee on Committees (S),2
SR252,2024,RS,2024-03-22,adopted by voice vote,3
SCR233,2024,RS,2024-03-15,introduced in Senate,1
SCR233,2024,RS,2024-03-15,to Committee on Committees (S),2
SCR233,2024,RS,2024-03-21,to Licensing & Occupations (S),3
SR222,2024,RS,2024-03-15,introduced in Senate,1
SR222,2024,RS,2024-03-15,to Committee on Committees (S),2
SR222,2024,RS,2024-03-21,to Senate Floor,3
SR222,2024,RS,2024-03-26,adopted by voice vote,4
SR223,2024,RS,2024-03-15,introduced in Senate,1
SR223,2024,RS,2024-03-15,to Committee on Committees (S),2
SR223,2024,RS,2024-03-21,"to Economic Development, Tourism, & Labor (S)",3
SR223,2024,RS,2024-04-15,"taken from Economic Development, Tourism, & Labor (S)",4
SR223,2024,RS,2024-04-15,to Senate Floor,5
SR223,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",6
SR223,2024,RS,2024-04-15,adopted 38-0,7
SR224,2024,RS,2024-03-15,introduced in Senate,1
SR224,2024,RS,2024-03-15,to Committee on Committees (S),2
SR224,2024,RS,2024-03-21,"to Economic Development, Tourism, & Labor (S)",3
SR224,2024,RS,2024-04-15,"taken from Economic Development, Tourism, & Labor (S)",4
SR224,2024,RS,2024-04-15,to Senate Floor,5
SR224,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",6
SR224,2024,RS,2024-04-15,adopted 38-0,7
SR225,2024,RS,2024-03-15,introduced in Senate,1
SR225,2024,RS,2024-03-15,to Committee on Committees (S),2
SR225,2024,RS,2024-03-21,"to Economic Development, Tourism, & Labor (S)",3
SR225,2024,RS,2024-04-15,"taken from Economic Development, Tourism, & Labor (S)",4
SR225,2024,RS,2024-04-15,to Senate Floor,5
SR225,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",6
SR225,2024,RS,2024-04-15,adopted 38-0,7
SR226,2024,RS,2024-03-15,introduced in Senate,1
SR226,2024,RS,2024-03-15,to Committee on Committees (S),2
SR226,2024,RS,2024-03-21,"to Economic Development, Tourism, & Labor (S)",3
SR226,2024,RS,2024-04-15,"taken from Economic Development, Tourism, & Labor (S)",4
SR226,2024,RS,2024-04-15,to Senate Floor,5
SR226,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",6
SR226,2024,RS,2024-04-15,adopted 38-0,7
SR227,2024,RS,2024-03-15,introduced in Senate,1
SR227,2024,RS,2024-03-15,to Committee on Committees (S),2
SR227,2024,RS,2024-03-21,"to Economic Development, Tourism, & Labor (S)",3
SR227,2024,RS,2024-04-15,"taken from Economic Development, Tourism, & Labor (S)",4
SR227,2024,RS,2024-04-15,to Senate Floor,5
SR227,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",6
SR227,2024,RS,2024-04-15,adopted 38-0,7
SR228,2024,RS,2024-03-15,introduced in Senate,1
SR228,2024,RS,2024-03-15,to Committee on Committees (S),2
SR228,2024,RS,2024-03-21,"to Economic Development, Tourism, & Labor (S)",3
SR228,2024,RS,2024-04-15,"taken from Economic Development, Tourism, & Labor (S)",4
SR228,2024,RS,2024-04-15,to Senate Floor,5
SR228,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",6
SR228,2024,RS,2024-04-15,adopted 38-0,7
SR229,2024,RS,2024-03-15,introduced in Senate,1
SR229,2024,RS,2024-03-15,to Committee on Committees (S),2
SR229,2024,RS,2024-03-21,to Education (S),3
SR229,2024,RS,2024-04-12,taken from Education (S),4
SR229,2024,RS,2024-04-12,to Senate Floor,5
SR229,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",6
SR229,2024,RS,2024-04-15,adopted 38-0,7
SR230,2024,RS,2024-03-15,introduced in Senate,1
SR230,2024,RS,2024-03-15,to Committee on Committees (S),2
SR230,2024,RS,2024-03-21,"to Economic Development, Tourism, & Labor (S)",3
SR230,2024,RS,2024-04-15,"taken from Economic Development, Tourism, & Labor (S)",4
SR230,2024,RS,2024-04-15,to Senate Floor,5
SR230,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",6
SR230,2024,RS,2024-04-15,adopted 38-0,7
SR231,2024,RS,2024-03-15,introduced in Senate,1
SR231,2024,RS,2024-03-15,to Committee on Committees (S),2
SR231,2024,RS,2024-03-21,"to Economic Development, Tourism, & Labor (S)",3
SR231,2024,RS,2024-04-15,"taken from Economic Development, Tourism, & Labor (S)",4
SR231,2024,RS,2024-04-15,to Senate Floor,5
SR231,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",6
SR231,2024,RS,2024-04-15,adopted 38-0,7
SR232,2024,RS,2024-03-15,introduced in Senate,1
SR232,2024,RS,2024-03-15,to Committee on Committees (S),2
SR232,2024,RS,2024-03-21,to Senate Floor,3
SR232,2024,RS,2024-04-12,adopted by voice vote,4
SR234,2024,RS,2024-03-15,introduced in Senate,1
SR234,2024,RS,2024-03-15,to Committee on Committees (S),2
SR234,2024,RS,2024-03-21,to Senate Floor,3
SR234,2024,RS,2024-03-26,adopted by voice vote,4
SR235,2024,RS,2024-03-15,introduced in Senate,1
SR235,2024,RS,2024-03-15,to Committee on Committees (S),2
SR235,2024,RS,2024-03-21,to Banking & Insurance (S),3
SR235,2024,RS,2024-04-15,taken from Banking & Insurance (S),4
SR235,2024,RS,2024-04-15,to Senate Floor,5
SR235,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",6
SR235,2024,RS,2024-04-15,adopted 37-1,7
SR236,2024,RS,2024-03-15,introduced in Senate,1
SR236,2024,RS,2024-03-15,to Committee on Committees (S),2
SR236,2024,RS,2024-03-21,to Education (S),3
SR236,2024,RS,2024-04-12,taken from Education (S),4
SR236,2024,RS,2024-04-12,to Senate Floor,5
SR236,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",6
SR236,2024,RS,2024-04-15,adopted 38-0,7
SR237,2024,RS,2024-03-15,introduced in Senate,1
SR237,2024,RS,2024-03-15,to Committee on Committees (S),2
SR237,2024,RS,2024-03-21,to Education (S),3
SR237,2024,RS,2024-04-12,taken from Education (S),4
SR237,2024,RS,2024-04-12,to Senate Floor,5
SR237,2024,RS,2024-04-15,"posted for passage in the Consent Orders of the Day for Monday, April 15, 2024",6
SR237,2024,RS,2024-04-15,adopted 38-0,7
SR238,2024,RS,2024-03-15,introduced in Senate,1
SR238,2024,RS,2024-03-15,to Committee on Committees (S),2
SR238,2024,RS,2024-03-21,to Senate Floor,3
SR238,2024,RS,2024-04-15,adopted by voice vote,4
SR221,2024,RS,2024-03-14,introduced in Senate,1
SR221,2024,RS,2024-03-14,to Committee on Committees (S),2
SR221,2024,RS,2024-03-21,to Senate Floor,3
SR221,2024,RS,2024-03-21,adopted by voice vote,4
SR219,2024,RS,2024-03-13,introduced in Senate,1
SR219,2024,RS,2024-03-13,to Committee on Committees (S),2
SR219,2024,RS,2024-03-14,adopted by voice vote,3
SR220,2024,RS,2024-03-13,introduced in Senate,1
SR220,2024,RS,2024-03-13,to Committee on Committees (S),2
SR220,2024,RS,2024-03-15,to Senate Floor,3
SR220,2024,RS,2024-03-22,adopted by voice vote,4
HR138,2024,RS,2024-03-12,introduced in House,1
HR138,2024,RS,2024-03-12,to Committee on Committees (H),2
HR138,2024,RS,2024-03-21,to House Floor,3
HR138,2024,RS,2024-04-12,adopted by voice vote,4
HR139,2024,RS,2024-03-12,introduced in House,1
HR139,2024,RS,2024-03-12,to Committee on Committees (H),2
HR139,2024,RS,2024-03-15,to House Floor,3
HR139,2024,RS,2024-03-15,adopted by voice vote,4
SR213,2024,RS,2024-03-12,introduced in Senate,1
SR213,2024,RS,2024-03-12,to Committee on Committees (S),2
