bill_number,session_year,session_type,title,sponsors,summary,bill_url
SR230,2023,RS,"A RESOLUTION honoring the Tennessee Valley Authority (TVA) on its 90th anniversary and declaring May 18 to 24, 2023, as TVA Appreciation Week.",D. Carroll; W. Westerfield; J. Howell; R. Mills,"Honor  the Tennessee Valley Authority on its 90th anniversary and recognize May 18-24, 2023 as TVA Appreciation Week.",https://apps.legislature.ky.gov/record/23rs/SR230.html
SR168,2023,RS,"A RESOLUTION honoring the duPont Manual High School Lady Crimsons, 2022 Kentucky High School Athletic Association Class 3A Girls Cross-Country champions.",D. Yates,"Honoring the duPont Manual High School Lady Crimsons, 2022 KHSAA Class 3A Girls Cross-Country champions.",https://apps.legislature.ky.gov/record/23rs/SR168.html
SR169,2023,RS,"A RESOLUTION adjourning the Senate in honor and loving memory of Dr. Frank Douglas Scutchfield, M.D., MPH.",J. Turner,Adjourn in honor and loving memory of Dr. Frank Douglas Scutchfield.,https://apps.legislature.ky.gov/record/23rs/SR169.html
SR170,2023,RS,A RESOLUTION confirming the appointment of Michael E. Plummer to the Board of Directors of the Kentucky Employers' Mutual Insurance Authority.,M. Wise,"Confirm the appointment of Michael E. Plummer to the Board of Directors of the Kentucky Employers' Mutual Insurance Authority for a term expiring December 31, 2025.",https://apps.legislature.ky.gov/record/23rs/SR170.html
SR171,2023,RS,,M. Wise,,https://apps.legislature.ky.gov/record/23rs/SR171.html
SR172,2023,RS,A RESOLUTION confirming the appointment of David Allan Meinschein to the Murray State University Board of Regents.,D. Carroll; J. Howell,"Confirm the appointment of David Allan Meinschein to the Murray State University Board of Regents for a term expiring June 30, 2028.",https://apps.legislature.ky.gov/record/23rs/SR172.html
SR173,2023,RS,A RESOLUTION confirming the appointment of Emily Margaret Roark to the Murray State University Board of Regents.,D. Carroll; J. Howell,"Confirm the appointment of Emily Margaret Roark to the Murray State University Board of Regents for a term expiring June 30, 2028.",https://apps.legislature.ky.gov/record/23rs/SR173.html
SR174,2023,RS,A RESOLUTION confirming the appointment of Connie Smith to the Kentucky Council on Postsecondary Education.,S. West,"Confirm the appointment of Connie Smith to the Kentucky Council on Postsecondary Education for a term expiring December 31, 2023.",https://apps.legislature.ky.gov/record/23rs/SR174.html
SR175,2023,RS,A RESOLUTION recognizing the 101st Airborne Division (Air Assault) 2023 Week of the Eagles.,W. Westerfield; M. Deneen,Recognize the 101st Airborne Division (Air Assault) 2023 Week of the Eagles.,https://apps.legislature.ky.gov/record/23rs/SR175.html
SR176,2023,RS,A RESOLUTION confirming the reappointment of Wayne Hunt to the Kentucky Agricultural Finance Corporation Board of Directors.,J. Howell; W. Westerfield,"Confirm the reappointment of Wayne Hunt to the Kentucky Agricultural Finance Corporation Board of Directors for a term expiring February 4, 2027.",https://apps.legislature.ky.gov/record/23rs/SR176.html
SR177,2023,RS,A RESOLUTION confirming the reappointment of Wayne Hunt to the Agricultural Development Board.,J. Howell; W. Westerfield,"Confirm the reappointment of Wayne Hunt to the Agricultural Development Board for a term expiring July 6, 2026.",https://apps.legislature.ky.gov/record/23rs/SR177.html
SR178,2023,RS,A RESOLUTION confirming the reappointment of Robert H. Foree to the Agricultural Development Board.,J. Howell,"Confirm the reappointment of Robert H. Foree to the Agricultural Development Board for a term expiring July 6, 2026.",https://apps.legislature.ky.gov/record/23rs/SR178.html
SR179,2023,RS,A RESOLUTION confirming the reappointment of Jonathan T. Noe to the Kentucky Agricultural Finance Corporation Board of Directors.,J. Howell,"Confirm the reappointment of Jonathan T. Noe to the Kentucky Agricultural Finance Corporation Board of Directors for a term expiring June 26, 2026.",https://apps.legislature.ky.gov/record/23rs/SR179.html
SR180,2023,RS,A RESOLUTION confirming the reappointment of Mark Barker to the Agricultural Development Board.,J. Howell,"Confirm the reappointment of Mark Barker to the Agricultural Development Board for a term expiring July 6, 2026.",https://apps.legislature.ky.gov/record/23rs/SR180.html
SR181,2023,RS,A RESOLUTION adjourning the Senate in honor and loving memory of Dan Hale.,B. Storm,Adjourn the Senate in honor and loving memory of Dan Hale.,https://apps.legislature.ky.gov/record/23rs/SR181.html
SR182,2023,RS,A RESOLUTION confirming the appointment of Ruth Shelton Martin to the Board of Nursing.,S. Meredith,"Confirm the appointment of Ruth Shelton Martin to the Board of Nursing for a term expiring June 30, 2026.",https://apps.legislature.ky.gov/record/23rs/SR182.html
SR183,2023,RS,A RESOLUTION confirming the appointment of Susan Ellis to the Board of Nursing.,S. Meredith,"Confirm the appointment of Susan Ellis to the Board of Nursing for a term expiring June 30, 2026.",https://apps.legislature.ky.gov/record/23rs/SR183.html
SR184,2023,RS,A RESOLUTION confirming the reappointment of Audria Denker to the Board of Nursing.,S. Meredith,"Confirm the reappointment of Audria Denker to the Board of Nursing for a term expiring June 30, 2026.",https://apps.legislature.ky.gov/record/23rs/SR184.html
SR185,2023,RS,A RESOLUTION confirming the appointment of James D. Nickell to the Parole Board.,R. Girdler,"Confirm the appointment of James D. Nickell to the Parole Board for a term expiring August 3, 2026.",https://apps.legislature.ky.gov/record/23rs/SR185.html
SR186,2023,RS,A RESOLUTION confirming the appointment of Cyndi S. Heddleston to the Parole Board.,R. Girdler,"Confirm the appointment of Cyndi S. Heddleston to the Parole Board for a term expiring August 3, 2026.",https://apps.legislature.ky.gov/record/23rs/SR186.html
SR187,2023,RS,A RESOLUTION confirming the reappointment of Ladeidra Nicole Jones to the Kentucky Parole Board.,R. Girdler,"Confirm the reappointment of Ladeidra Nicole Jones to the Parole Board for a term expiring July 15, 2026.",https://apps.legislature.ky.gov/record/23rs/SR187.html
SR188,2023,RS,A RESOLUTION confirming the appointment of Shawn E. Helbig to the Parole Board.,R. Girdler,"Confirm the appointment of Shawn E. Helbig to the Parole Board for a term expiring August 6, 2026.",https://apps.legislature.ky.gov/record/23rs/SR188.html
SCR165,2023,RS,A CONCURRENT RESOLUTION establishing the Certificate of Need Task Force.,G. Williams; J. Schickel; J. Adams; C. Armstrong; J. Carpenter; D. Carroll; D. Douglas; S. Funke Frommeyer; R. Girdler; D. Givens; D. Harper Angel; J. Higdon; C. McDaniel; S. Meredith; R. Mills; G. Neal; M. Nemes; B. Smith; A. Southworth; R. Stivers; D. Thayer; R. Thomas; L. Tichenor; R. Webb; S. West; M. Wilson; M. Wise,"Create the Certificate of Need (CON) Task Force to review the CON program; review the need to maintain or modify each health facility and service covered by CON; outline task force membership; require the task force to submit any findings and recommendations to the Legislative Research Commission by December 1, 2023.",https://apps.legislature.ky.gov/record/23rs/SCR165.html
SR160,2023,RS,A RESOLUTION confirming the appointment of Gregory Wade Cecil to the Fish and Wildlife Resources Commission.,D. Givens,"Confirm the appointment of Gregory Wade Cecil to the Fish and Wildlife Resources Commission for a term expiring December 31, 2025.",https://apps.legislature.ky.gov/record/23rs/SR160.html
SR161,2023,RS,A RESOLUTION confirming the reappointment of Randolph J. Poe to the Kentucky Board of Education.,J. Schickel,"Confirm the reappointment of Randolph J. Poe to the Kentucky Board of Education for a term expiring April 14, 2026.",https://apps.legislature.ky.gov/record/23rs/SR161.html
SR162,2023,RS,A RESOLUTION confirming the appointment of K. Lance Lucas to the University of Kentucky Board of Trustees.,J. Schickel,"Confirm the appointment of K. Lance Lucas to the University of Kentucky Board of Trustees for a term expiring June 30, 2028.",https://apps.legislature.ky.gov/record/23rs/SR162.html
SR163,2023,RS,A RESOLUTION confirming the appointment of Nathan Smith to the Northern Kentucky University Board of Regents.,J. Schickel,"Confirm the appointment of Nathan Smith to the Northern Kentucky University Board of Regents for a term expiring June 30, 2028.",https://apps.legislature.ky.gov/record/23rs/SR163.html
SR164,2023,RS,A RESOLUTION honoring the life and accomplishments of Eugene Kinckle Jones.,G. Neal,Honor the life and accomplishments of Eugene Kinckle Jones.,https://apps.legislature.ky.gov/record/23rs/SR164.html
SR166,2023,RS,A RESOLUTION honoring the accomplishments and success of Misdee Wrigley Miller.,R. Thomas,Honor the accomplishments and success of Misdee Wrigley Miller.,https://apps.legislature.ky.gov/record/23rs/SR166.html
SR167,2023,RS,"A RESOLUTION honoring the Dupont Manual High School Dazzlers dance team, 2022 Kentucky High School Athletic Association Hip Hop Dance Division State Champions.",D. Yates; D. Harper Angel,"Honor the Dupont Manual High School Dazzlers dance team, 2022 KHSAA Hip Hop Dance Division State Champions.",https://apps.legislature.ky.gov/record/23rs/SR167.html
HCR85,2023,RS,A CONCURRENT RESOLUTION establishing the Certificate of Need Task Force.,M. Proctor; S. Rawlings; S. Dietz; S. Doan; S. Maddox,"Create the Certificate of Need (CON) Task Force to review the CON program; review the need to maintain or modify each health facility and service covered by CON; outline task force membership; require the task force to submit any findings and recommendations to the Legislative Research Commission by December 1, 2023.",https://apps.legislature.ky.gov/record/23rs/HCR85.html
SR146,2023,RS,"A RESOLUTION honoring Dawson Nagle and the North Oldham Mustangs, 2022 Kentucky High School Athletic Association Class 2A 4x200 meter relay champions.",J. Higdon; L. Tichenor,"Honor Dawson Nagle, member of the North Oldham Mustang track team, 2022 KHSAA Class 2A 4x200 meter relay champions.",https://apps.legislature.ky.gov/record/23rs/SR146.html
SR147,2023,RS,A RESOLUTION recognizing September 17th as Constitution Day in the Commonwealth of Kentucky.,G. Boswell,Recognize Constitution Day on September 17.,https://apps.legislature.ky.gov/record/23rs/SR147.html
SR148,2023,RS,A RESOLUTION declaring April 2023 as Oral Cancer Awareness Month in Kentucky.,M. Wise,Recognize April 2023 as Oral Cancer Awareness Month in Kentucky.,https://apps.legislature.ky.gov/record/23rs/SR148.html
SR149,2023,RS,A RESOLUTION confirming the appointment of Mark Thomas Nethery to the Fish and Wildlife Resources Commission.,J. Adams,"Confirm the appointment of Mark Thomas Nethery to the Fish and Wildlife Resources Commission for a term expiring December 31, 2026.",https://apps.legislature.ky.gov/record/23rs/SR149.html
SR151,2023,RS,A RESOLUTION confirming the appointment of Mitchel T. Denham to the Kentucky Personnel Board.,J. Adams,"Confirm the appointment of Mitchel T. Denham to the Kentucky Personnel Board for a term expiring January 1, 2027.",https://apps.legislature.ky.gov/record/23rs/SR151.html
SR152,2023,RS,A RESOLUTION confirming the reappointment of E. Lynn Hampton to the Board of Trustees of the Kentucky Retirement Systems.,J. Adams,"Confirm the reappointment of E. Lynn Hampton to the Board of Trustees of the Kentucky Retirement Systems for a term expiring June 17, 2026.",https://apps.legislature.ky.gov/record/23rs/SR152.html
SR153,2023,RS,A RESOLUTION confirming the appointment of John D. Cox to the Kentucky State Fair Board.,J. Adams,"Confirm the appointment of John D. Cox to the Kentucky State Fair Board for a term expiring May 10, 2026.",https://apps.legislature.ky.gov/record/23rs/SR153.html
SR154,2023,RS,A RESOLUTION confirming the appointment of Hans G. Poppe to the Kentucky State Fair Board.,J. Adams,"Confirm the appointment of Hans G. Poppe to the Kentucky State Fair Board for a term expiring May 10, 2024.",https://apps.legislature.ky.gov/record/23rs/SR154.html
SR155,2023,RS,A RESOLUTION confirming the appointment of Jacob L. Brown to the Kentucky Council on Postsecondary Education.,J. Adams,"Confirm the appointment of Jacob L. Brown to the Kentucky Council on Postsecondary Education for a term expiring December 31, 2027.",https://apps.legislature.ky.gov/record/23rs/SR155.html
SR156,2023,RS,A RESOLUTION confirming the appointment of Keith E. Hamilton to the Kentucky Community and Technical College System Board of Regents.,J. Adams,"Confirm the appointment of Keith E. Hamilton to the Kentucky Community and Tecnical College System Board of Regents for a term expiring July 21, 2024.",https://apps.legislature.ky.gov/record/23rs/SR156.html
SR157,2023,RS,A RESOLUTION confirming the reappointment of Jacqueline Mayfield to the Education Professional Standards Board.,J. Adams,"Confirm the reappointment of Jacqueline Mayfield to the Education Professional Standards Board for a term expiring June 30, 2025.",https://apps.legislature.ky.gov/record/23rs/SR157.html
SR158,2023,RS,A RESOLUTION confirming the appointment of Edwin Ray Orange to the Eastern Kentucky University Board of Regents.,J. Adams,"Confirm the appointment of Edwin Ray Orange to the Eastern Kentucky University Board of Regents for a term expiring June 30, 2028.",https://apps.legislature.ky.gov/record/23rs/SR158.html
SR159,2023,RS,A RESOLUTION recognizing the record number of women legislators serving in the 2023 General Assembly.,D. Harper Angel; J. Adams; R. Alvarado; C. Armstrong; K. Berg; G. Boswell; J. Carpenter; D. Carroll; M. Deneen; D. Douglas; S. Funke Frommeyer; R. Girdler; D. Givens; J. Higdon; J. Howell; A. Mays Bledsoe; C. McDaniel; S. Meredith; R. Mills; G. Neal; M. Nemes; J. Schickel; B. Smith; A. Southworth; R. Stivers; B. Storm; D. Thayer; R. Thomas; L. Tichenor; J. Turner; R. Webb; S. West; W. Westerfield; P. Wheeler; G. Williams; M. Wilson; M. Wise; D. Yates,Recognize the record number of women legislators elected to the 2023 General Assembly.,https://apps.legislature.ky.gov/record/23rs/SR159.html
