bill_number,session_year,session_type,action_date,action,order
SR185,2023,RS,2023-03-29,reported favorably,4
SR185,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",5
SR185,2023,RS,2023-03-30,adopted 37-0,6
SR186,2023,RS,2023-03-10,introduced in Senate,1
SR186,2023,RS,2023-03-10,to Committee on Committees (S),2
SR186,2023,RS,2023-03-14,to Judiciary (S),3
SR186,2023,RS,2023-03-29,reported favorably,4
SR186,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",5
SR186,2023,RS,2023-03-30,adopted 37-0,6
SR187,2023,RS,2023-03-10,introduced in Senate,1
SR187,2023,RS,2023-03-10,to Committee on Committees (S),2
SR187,2023,RS,2023-03-14,to Judiciary (S),3
SR187,2023,RS,2023-03-29,reported favorably,4
SR187,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",5
SR187,2023,RS,2023-03-30,adopted 37-0,6
SR188,2023,RS,2023-03-10,introduced in Senate,1
SR188,2023,RS,2023-03-10,to Committee on Committees (S),2
SR188,2023,RS,2023-03-14,to Judiciary (S),3
SR188,2023,RS,2023-03-29,reported favorably,4
SR188,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",5
SR188,2023,RS,2023-03-30,adopted 37-0,6
SCR165,2023,RS,2023-03-09,introduced in Senate,1
SCR165,2023,RS,2023-03-09,to Committee on Committees (S),2
SR160,2023,RS,2023-03-09,introduced in Senate,1
SR160,2023,RS,2023-03-09,to Committee on Committees (S),2
SR160,2023,RS,2023-03-14,to Natural Resources & Energy (S),3
SR160,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",4
SR160,2023,RS,2023-03-30,adopted 37-0,5
SR161,2023,RS,2023-03-09,introduced in Senate,1
SR161,2023,RS,2023-03-09,to Committee on Committees (S),2
SR161,2023,RS,2023-03-14,to Education (S),3
SR161,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",4
SR161,2023,RS,2023-03-30,adopted 37-0,5
SR162,2023,RS,2023-03-09,introduced in Senate,1
SR162,2023,RS,2023-03-09,to Committee on Committees (S),2
SR162,2023,RS,2023-03-14,to Education (S),3
SR162,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",4
SR162,2023,RS,2023-03-30,adopted 37-0,5
SR163,2023,RS,2023-03-09,introduced in Senate,1
SR163,2023,RS,2023-03-09,to Committee on Committees (S),2
SR163,2023,RS,2023-03-14,to Education (S),3
SR163,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",4
SR163,2023,RS,2023-03-30,adopted 37-0,5
SR164,2023,RS,2023-03-09,introduced in Senate,1
SR164,2023,RS,2023-03-09,to Committee on Committees (S),2
SR164,2023,RS,2023-03-13,to Senate Floor,3
SR164,2023,RS,2023-03-30,adopted,4
SR166,2023,RS,2023-03-09,introduced in Senate,1
SR166,2023,RS,2023-03-09,to Committee on Committees (S),2
SR166,2023,RS,2023-03-13,to Senate Floor,3
SR166,2023,RS,2023-03-13,adopted by voice vote,4
SR167,2023,RS,2023-03-09,introduced in Senate,1
SR167,2023,RS,2023-03-09,to Committee on Committees (S),2
SR167,2023,RS,2023-03-13,to Senate Floor,3
SR167,2023,RS,2023-03-30,adopted,4
HCR85,2023,RS,2023-03-08,introduced in House,1
HCR85,2023,RS,2023-03-08,to Committee on Committees (H),2
SR146,2023,RS,2023-03-08,introduced in Senate,1
SR146,2023,RS,2023-03-08,to Committee on Committees (S),2
SR146,2023,RS,2023-03-09,adopted by voice vote,3
SR147,2023,RS,2023-03-08,introduced in Senate,1
SR147,2023,RS,2023-03-08,to Committee on Committees (S),2
SR147,2023,RS,2023-03-09,adopted by voice vote,3
SR148,2023,RS,2023-03-08,introduced in Senate,1
SR148,2023,RS,2023-03-08,to Committee on Committees (S),2
SR148,2023,RS,2023-03-10,to Senate Floor,3
SR148,2023,RS,2023-03-30,adopted by voice vote,4
SR149,2023,RS,2023-03-08,introduced in Senate,1
SR149,2023,RS,2023-03-08,to Committee on Committees (S),2
SR149,2023,RS,2023-03-10,to Natural Resources & Energy (S),3
SR151,2023,RS,2023-03-08,introduced in Senate,1
SR151,2023,RS,2023-03-08,to Committee on Committees (S),2
SR151,2023,RS,2023-03-10,to State & Local Government (S),3
SR151,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",4
SR151,2023,RS,2023-03-30,adopted 37-0,5
SR152,2023,RS,2023-03-08,introduced in Senate,1
SR152,2023,RS,2023-03-08,to Committee on Committees (S),2
SR152,2023,RS,2023-03-10,to State & Local Government (S),3
SR152,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",4
SR152,2023,RS,2023-03-30,adopted 37-0,5
SR153,2023,RS,2023-03-08,introduced in Senate,1
SR153,2023,RS,2023-03-08,to Committee on Committees (S),2
SR153,2023,RS,2023-03-10,to Agriculture (S),3
SR153,2023,RS,2023-03-14,"reported favorably, to Rules as a consent bill",4
SR153,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",5
SR153,2023,RS,2023-03-30,adopted 37-0,6
SR154,2023,RS,2023-03-08,introduced in Senate,1
SR154,2023,RS,2023-03-08,to Committee on Committees (S),2
SR154,2023,RS,2023-03-10,to Agriculture (S),3
SR154,2023,RS,2023-03-14,"reported favorably, to Rules as a consent bill",4
SR154,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",5
SR154,2023,RS,2023-03-30,adopted 37-0,6
SR155,2023,RS,2023-03-08,introduced in Senate,1
SR155,2023,RS,2023-03-08,to Committee on Committees (S),2
SR155,2023,RS,2023-03-10,to Education (S),3
SR155,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",4
SR155,2023,RS,2023-03-30,adopted 37-0,5
SR156,2023,RS,2023-03-08,introduced in Senate,1
SR156,2023,RS,2023-03-08,to Committee on Committees (S),2
SR156,2023,RS,2023-03-10,to Education (S),3
SR156,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",4
SR156,2023,RS,2023-03-30,adopted 37-0,5
SR157,2023,RS,2023-03-08,introduced in Senate,1
SR157,2023,RS,2023-03-08,to Committee on Committees (S),2
SR157,2023,RS,2023-03-10,to Education (S),3
SR157,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",4
SR157,2023,RS,2023-03-30,adopted 37-0,5
SR158,2023,RS,2023-03-08,introduced in Senate,1
SR158,2023,RS,2023-03-08,to Committee on Committees (S),2
SR158,2023,RS,2023-03-10,to Education (S),3
SR158,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",4
SR158,2023,RS,2023-03-30,adopted 37-0,5
SR159,2023,RS,2023-03-08,introduced in Senate,1
SR159,2023,RS,2023-03-08,to Committee on Committees (S),2
SR159,2023,RS,2023-03-09,adopted by voice vote,3
HR84,2023,RS,2023-03-07,introduced in House,1
HR84,2023,RS,2023-03-07,to Committee on Committees (H),2
HR84,2023,RS,2023-03-09,taken from Committee on Committees (H),3
HR84,2023,RS,2023-03-09,to House Floor,4
HR84,2023,RS,2023-03-09,adopted by voice vote,5
SR137,2023,RS,2023-03-07,introduced in Senate,1
SR137,2023,RS,2023-03-07,to Committee on Committees (S),2
SR137,2023,RS,2023-03-13,to Senate Floor,3
SR137,2023,RS,2023-03-14,adopted by voice vote,4
SR138,2023,RS,2023-03-07,introduced in Senate,1
SR138,2023,RS,2023-03-07,to Committee on Committees (S),2
SR138,2023,RS,2023-03-13,to Senate Floor,3
SR138,2023,RS,2023-03-29,adopted by voice vote,4
SR139,2023,RS,2023-03-07,introduced in Senate,1
SR139,2023,RS,2023-03-07,to Committee on Committees (S),2
SR139,2023,RS,2023-03-09,to Natural Resources & Energy (S),3
SR139,2023,RS,2023-03-15,"reported favorably, 1st reading, to Calendar",4
SR141,2023,RS,2023-03-07,introduced in Senate,1
SR141,2023,RS,2023-03-07,to Committee on Committees (S),2
SR141,2023,RS,2023-03-08,adopted by voice vote,3
SR142,2023,RS,2023-03-07,introduced in Senate,1
SR142,2023,RS,2023-03-07,to Committee on Committees (S),2
SR142,2023,RS,2023-03-09,to Senate Floor,3
SR142,2023,RS,2023-03-30,adopted by voice vote,4
SR143,2023,RS,2023-03-07,introduced in Senate,1
SR143,2023,RS,2023-03-07,to Committee on Committees (S),2
SR143,2023,RS,2023-03-09,to Senate Floor,3
SR143,2023,RS,2023-03-30,adopted by voice vote,4
SR144,2023,RS,2023-03-07,introduced in Senate,1
SR144,2023,RS,2023-03-07,to Committee on Committees (S),2
SR144,2023,RS,2023-03-09,to Senate Floor,3
SR144,2023,RS,2023-03-16,adopted by voice vote,4
SR145,2023,RS,2023-03-07,introduced in Senate,1
SR145,2023,RS,2023-03-07,to Committee on Committees (S),2
SR145,2023,RS,2023-03-08,adopted by voice vote,3
HCR82,2023,RS,2023-03-03,introduced in House,1
HCR82,2023,RS,2023-03-03,to Committee on Committees (H),2
HCR82,2023,RS,2023-03-09,to Local Government (H),3
HCR82,2023,RS,2023-03-10,taken from Local Government (H),4
HCR82,2023,RS,2023-03-10,1st reading,5
HCR82,2023,RS,2023-03-10,returned to Local Government (H),6
HCR82,2023,RS,2023-03-13,taken from Local Government (H),7
HCR82,2023,RS,2023-03-13,2nd reading,8
HCR82,2023,RS,2023-03-13,returned to Local Government (H),9
HCR82,2023,RS,2023-03-15,"reported favorably, to Rules",10
HCR82,2023,RS,2023-03-15,taken from Rules,11
HCR82,2023,RS,2023-03-15,placed in the Orders of the Day,12
HCR82,2023,RS,2023-03-30,"3rd reading, adopted 96-0",13
HCR82,2023,RS,2023-03-30,received in Senate,14
HR83,2023,RS,2023-03-03,introduced in House,1
HR83,2023,RS,2023-03-03,to Committee on Committees (H),2
HR83,2023,RS,2023-03-30,to House Floor,3
HR83,2023,RS,2023-03-30,adopted by voice vote,4
SR135,2023,RS,2023-03-02,introduced in Senate,1
SR135,2023,RS,2023-03-02,to Committee on Committees (S),2
SR135,2023,RS,2023-03-07,to State & Local Government (S),3
SR135,2023,RS,2023-03-30,"posted for passage in the Consent Orders of the Day for Thursday, March 30, 2023",4
SR135,2023,RS,2023-03-30,adopted 37-0,5
SR136,2023,RS,2023-03-02,introduced in Senate,1
SR136,2023,RS,2023-03-02,to Committee on Committees (S),2
SR136,2023,RS,2023-03-07,to State & Local Government (S),3
HR80,2023,RS,2023-03-01,introduced in House,1
HR80,2023,RS,2023-03-01,to Committee on Committees (H),2
HR80,2023,RS,2023-03-02,taken from Committee on Committees (H),3
HR80,2023,RS,2023-03-02,to House Floor,4
HR80,2023,RS,2023-03-07,adopted by voice vote,5
HR81,2023,RS,2023-03-01,introduced in House,1
HR81,2023,RS,2023-03-01,to Committee on Committees (H),2
HR81,2023,RS,2023-03-10,taken from Committee on Committees (H),3
HR81,2023,RS,2023-03-10,to House Floor,4
HR81,2023,RS,2023-03-14,adopted by voice vote,5
SR132,2023,RS,2023-03-01,introduced in Senate,1
SR132,2023,RS,2023-03-01,to Committee on Committees (S),2
SR132,2023,RS,2023-03-01,adopted by voice vote,3
SR133,2023,RS,2023-03-01,introduced in Senate,1
SR133,2023,RS,2023-03-01,to Committee on Committees (S),2
SR133,2023,RS,2023-03-02,adopted by voice vote,3
SR134,2023,RS,2023-03-01,introduced in Senate,1
SR134,2023,RS,2023-03-01,to Committee on Committees (S),2
SR134,2023,RS,2023-03-03,to Senate Floor,3
SR134,2023,RS,2023-03-30,adopted by voice vote,4
SR140,2023,RS,2023-03-01,introduced in Senate,1
SR140,2023,RS,2023-03-01,to Committee on Committees (S),2
SR140,2023,RS,2023-03-02,adopted by voice vote,3
SR150,2023,RS,2023-03-01,introduced in Senate,1
SR150,2023,RS,2023-03-01,to Committee on Committees (S),2
SR150,2023,RS,2023-03-03,to Senate Floor,3
SR150,2023,RS,2023-03-30,adopted by voice vote,4
HR78,2023,RS,2023-02-28,introduced in House,1
HR78,2023,RS,2023-02-28,to Committee on Committees (H),2
HR78,2023,RS,2023-03-01,taken from Committee on Committees (H),3
HR78,2023,RS,2023-03-01,to House Floor,4
HR78,2023,RS,2023-03-01,adopted by voice vote,5
HR79,2023,RS,2023-02-28,introduced in House,1
HR79,2023,RS,2023-02-28,to Committee on Committees (H),2
HR79,2023,RS,2023-03-01,taken from Committee on Committees (H),3
HR79,2023,RS,2023-03-01,to House Floor,4
HR79,2023,RS,2023-03-02,adopted by voice vote,5
SR122,2023,RS,2023-02-28,introduced in Senate,1
SR122,2023,RS,2023-02-28,to Committee on Committees (S),2
SR122,2023,RS,2023-03-02,to Senate Floor,3
SR122,2023,RS,2023-03-07,adopted by voice vote,4
SR123,2023,RS,2023-02-28,introduced in Senate,1
SR123,2023,RS,2023-02-28,to Committee on Committees (S),2
SR123,2023,RS,2023-03-01,adopted by voice vote,3
SR124,2023,RS,2023-02-28,introduced in Senate,1
SR124,2023,RS,2023-02-28,to Committee on Committees (S),2
SR124,2023,RS,2023-03-01,adopted by voice vote,3
SR125,2023,RS,2023-02-28,introduced in Senate,1
SR125,2023,RS,2023-02-28,to Committee on Committees (S),2
SR125,2023,RS,2023-03-02,to Senate Floor,3
SR125,2023,RS,2023-03-29,adopted by voice vote,4
SR126,2023,RS,2023-02-28,introduced in Senate,1
SR126,2023,RS,2023-02-28,to Committee on Committees (S),2
SR126,2023,RS,2023-03-01,adopted by voice vote,3
SR127,2023,RS,2023-02-28,introduced in Senate,1
SR127,2023,RS,2023-02-28,to Committee on Committees (S),2
SR127,2023,RS,2023-03-01,adopted by voice vote,3
SR128,2023,RS,2023-02-28,introduced in Senate,1
SR128,2023,RS,2023-02-28,to Committee on Committees (S),2
SR128,2023,RS,2023-03-02,to Senate Floor,3
SR128,2023,RS,2023-03-07,adopted by voice vote,4
SR129,2023,RS,2023-02-28,introduced in Senate,1
SR129,2023,RS,2023-02-28,to Committee on Committees (S),2
SR129,2023,RS,2023-03-02,to Senate Floor,3
SR129,2023,RS,2023-03-30,adopted,4
SR130,2023,RS,2023-02-28,introduced in Senate,1
SR130,2023,RS,2023-02-28,to Committee on Committees (S),2
SR130,2023,RS,2023-03-02,to Senate Floor,3
SR130,2023,RS,2023-03-30,adopted,4
SR131,2023,RS,2023-02-28,introduced in Senate,1
SR131,2023,RS,2023-02-28,to Committee on Committees (S),2
SR131,2023,RS,2023-03-02,to Senate Floor,3
SR131,2023,RS,2023-03-29,adopted by voice vote,4
SR121,2023,RS,2023-02-24,introduced in Senate,1
SR121,2023,RS,2023-02-24,to Committee on Committees (S),2
SR121,2023,RS,2023-03-01,to Senate Floor,3
SR121,2023,RS,2023-03-09,adopted by voice vote,4
HR77,2023,RS,2023-02-23,introduced in House,1
HR77,2023,RS,2023-02-23,to Committee on Committees (H),2
SR116,2023,RS,2023-02-23,introduced in Senate,1
SR116,2023,RS,2023-02-23,to Committee on Committees (S),2
SR116,2023,RS,2023-02-23,adopted by voice vote,3
SR117,2023,RS,2023-02-23,introduced in Senate,1
SR117,2023,RS,2023-02-23,to Committee on Committees (S),2
SR117,2023,RS,2023-03-01,to Senate Floor,3
SR117,2023,RS,2023-03-07,adopted by voice vote,4
SR118,2023,RS,2023-02-23,introduced in Senate,1
SR118,2023,RS,2023-02-23,to Committee on Committees (S),2
SR118,2023,RS,2023-03-01,to Senate Floor,3
SR118,2023,RS,2023-03-09,adopted by voice vote,4
SR119,2023,RS,2023-02-23,introduced in Senate,1
SR119,2023,RS,2023-02-23,to Committee on Committees (S),2
SR119,2023,RS,2023-03-01,to Senate Floor,3
SR119,2023,RS,2023-03-30,adopted,4
SR120,2023,RS,2023-02-23,introduced in Senate,1
SR120,2023,RS,2023-02-23,to Committee on Committees (S),2
SR120,2023,RS,2023-03-01,to Senate Floor,3
SR120,2023,RS,2023-03-01,adopted by voice vote,4
HB5,2023,RS,2023-02-22,introduced in House,1
HB5,2023,RS,2023-02-22,to Committee on Committees (H),2
HB5,2023,RS,2023-02-23,to Appropriations & Revenue (H),3
HB5,2023,RS,2023-03-03,taken from Appropriations & Revenue (H),4
HB5,2023,RS,2023-03-03,1st reading,5
HB5,2023,RS,2023-03-03,returned to Appropriations & Revenue (H),6
HB5,2023,RS,2023-03-07,taken from Appropriations & Revenue (H),7
HB5,2023,RS,2023-03-07,2nd reading,8
HB5,2023,RS,2023-03-07,returned to Appropriations & Revenue (H),9
HB5,2023,RS,2023-03-13,"reported favorably, to Rules with Committee Substitute (1) and Committee Amendment (1-title)",10
HB5,2023,RS,2023-03-13,taken from Rules,11
HB5,2023,RS,2023-03-13,placed in the Orders of the Day,12
HB5,2023,RS,2023-03-13,floor amendment (1) filed to Committee Substitute,13
HB5,2023,RS,2023-03-13,"3rd reading, passed 59-40 with Committee Substitute (1),  Floor Amendment (1) and  Committee Amendment (1-title)",14
HB5,2023,RS,2023-03-14,received in Senate,15
HB5,2023,RS,2023-03-14,to Committee on Committees (S),16
HB5,2023,RS,2023-03-14,taken from Committee on Committees (S),17
HB5,2023,RS,2023-03-14,1st reading,18
HB5,2023,RS,2023-03-14,returned to Committee on Committees (S),19
HB5,2023,RS,2023-03-14,to Appropriations & Revenue (S),20
HB5,2023,RS,2023-03-15,floor amendment (1) filed,21
HB5,2023,RS,2023-03-15,taken from Appropriations & Revenue (S),22
HB5,2023,RS,2023-03-15,2nd reading,23
HB5,2023,RS,2023-03-15,returned to Appropriations & Revenue (S),24
HB5,2023,RS,2023-03-30,"reported favorably, to Rules with Committee Substitute (1) and Committee Amendment (1-title)",25
HB5,2023,RS,2023-03-30,"posted for passage in the Regular Orders of the Day for Thursday, March 30, 2023",26
HB5,2023,RS,2023-03-30,3rd reading,27
HB5,2023,RS,2023-03-30,Floor Amendment (1) withdrawn,28
HB5,2023,RS,2023-03-30,passed 23-14 with Committee Substitute (1) and Committee Amendment (1-title),29
HB5,2023,RS,2023-03-30,received in House,30
HB5,2023,RS,2023-03-30,to Rules (H),31
HB5,2023,RS,2023-03-30,posted for passage for concurrence in Senate Committee Substitute (1) and Committee Amendment (1-title),32
HB5,2023,RS,2023-03-30,House concurred in Senate Committee Substitute (1) and Committee Amendment (1-title),33
HB5,2023,RS,2023-03-30,passed 60-39,34
HB5,2023,RS,2023-03-30,"enrolled, signed by Speaker of the House",35
HB5,2023,RS,2023-03-30,"enrolled, signed by President of the Senate",36
HB5,2023,RS,2023-03-30,delivered to Governor,37
HB5,2023,RS,2023-03-31,signed by Governor  (Acts Ch. 148),38
HB6,2023,RS,2023-02-22,introduced in House,1
HB6,2023,RS,2023-02-22,to Committee on Committees (H),2
HB6,2023,RS,2023-03-02,taken from Committee on Committees (H),3
HB6,2023,RS,2023-03-02,1st reading,4
HB6,2023,RS,2023-03-02,returned to Committee on Committees (H),5
HB7,2023,RS,2023-02-22,introduced in House,1
HB7,2023,RS,2023-02-22,to Committee on Committees (H),2
HB7,2023,RS,2023-03-02,taken from Committee on Committees (H),3
HB7,2023,RS,2023-03-02,1st reading,4
HB7,2023,RS,2023-03-02,returned to Committee on Committees (H),5
HB8,2023,RS,2023-02-22,introduced in House,1
HB8,2023,RS,2023-02-22,to Committee on Committees (H),2
HB8,2023,RS,2023-03-02,taken from Committee on Committees (H),3
HB8,2023,RS,2023-03-02,1st reading,4
HB8,2023,RS,2023-03-02,returned to Committee on Committees (H),5
HB9,2023,RS,2023-02-22,introduced in House,1
HB9,2023,RS,2023-02-22,to Committee on Committees (H),2
HB9,2023,RS,2023-03-01,to Appropriations & Revenue (H),3
HB9,2023,RS,2023-03-03,taken from Appropriations & Revenue (H),4
HB9,2023,RS,2023-03-03,1st reading,5
HB9,2023,RS,2023-03-03,returned to Appropriations & Revenue (H),6
