bill_id,session,chamber,action_date,action,order,journal_page
SB0024,2023_2024_RS,House,2023-03-01,Referred toCommittee on Insurance,8,
SB0024,2023_2024_RS,House,2023-03-01,Received and Introduced,7,
SB0024,2023_2024_RS,Senate,2023-02-23,Emergency Final Action - Passed; Yea: 38 Nay: 1,6,
SB0024,2023_2024_RS,Senate,2023-02-23,Committee of the Whole - Be passed,5,
SB0024,2023_2024_RS,Senate,2023-02-21,Committee Report recommending bill be passed byCommittee on Financial Institutions and Insurance,4,
SB0024,2023_2024_RS,Senate,2023-02-20,"Hearing: Monday, February 20, 2023, 9:30 AM Room 546-S",3,
SB0024,2023_2024_RS,Senate,2023-01-12,Referred toCommittee on Financial Institutions and Insurance,2,
SB0024,2023_2024_RS,Senate,2023-01-11,Introduced,1,
SB0025,2023_2024_RS,Senate,2023-04-28,"The Legislature having adjourned sine die on April 28, 2023, there was no opportunity to reconsider and the line-item vetoes are sustained.",26,
SB0025,2023_2024_RS,Senate,2023-04-28,"Approved by Governor except line item veto of 5; 6; 37(a) (part); 40; 47(a) (part); 47(c); 53 on Monday, May 15, 2023",25,
SB0025,2023_2024_RS,Senate,2023-04-28,"Enrolled and presented to Governor on Friday, May 5, 2023",24,
SB0025,2023_2024_RS,Senate,2023-04-28,Conference Committee Report was adopted; Yea: 29 Nay: 10,23,
SB0025,2023_2024_RS,House,2023-04-28,Conference Committee Report was adopted; Yea: 91 Nay: 29,22,
SB0025,2023_2024_RS,House,2023-04-28,Conference committee report now available,21,
SB0025,2023_2024_RS,Senate,2023-04-25,"Senator Billinger, Senator Claeys, and Senator Pettey are appointed to replace Senator Longbine, Senator Fagg, and Senator Holscher on the Conference Committee",20,
SB0025,2023_2024_RS,House,2023-04-25,"Representative Waymaster, Representative Hoffman, and Representative Helgerson are appointed to replace Representative Sutton, Representative Penn, and Representative Neighbor on the Conference Committee",19,
SB0025,2023_2024_RS,House,2023-04-03,"Motion to accede adopted; Representative Sutton, Representative Penn and Representative Neighbor appointed as conferees",18,
SB0025,2023_2024_RS,Senate,2023-04-03,"Nonconcurred with amendments; Conference Committee requested; appointedSenator Longbine , Senator Fagg and Senator Holscher as conferees",17,
SB0025,2023_2024_RS,House,2023-03-27,Emergency Final Action - Passed as amended; Yea: 119 Nay: 4,16,
SB0025,2023_2024_RS,House,2023-03-27,Committee of the Whole - Be passed as amended,15,
SB0025,2023_2024_RS,House,2023-03-27,Committee of the Whole - Committee Report be adopted,14,
SB0025,2023_2024_RS,House,2023-03-14,Committee Report recommending bill be passed as amended byCommittee on Insurance,13,
SB0025,2023_2024_RS,House,2023-03-01,"Hearing: Wednesday, March 1, 2023, 3:30 PM Room 218-N",12,
SB0025,2023_2024_RS,House,2023-02-13,Referred toCommittee on Insurance,11,
SB0025,2023_2024_RS,House,2023-02-13,Received and Introduced,10,
SB0025,2023_2024_RS,Senate,2023-02-09,Emergency Final Action - Passed as amended; Yea: 39 Nay: 0,9,
SB0025,2023_2024_RS,Senate,2023-02-09,Committee of the Whole - Be passed as further amended,8,
SB0025,2023_2024_RS,Senate,2023-02-09,Committee of the Whole - Amendment by Senator Longbine was adopted,7,
SB0025,2023_2024_RS,Senate,2023-02-09,Committee of the Whole - Motion to Amend - Offered by Senator Longbine,6,
SB0025,2023_2024_RS,Senate,2023-02-09,Committee of the Whole - Committee Report be adopted,5,
SB0025,2023_2024_RS,Senate,2023-02-02,Committee Report recommending bill be passed as amended byCommittee on Financial Institutions and Insurance,4,
SB0025,2023_2024_RS,Senate,2023-01-31,"Hearing: Tuesday, January 31, 2023, 9:30 AM Room 546-S",3,
SB0025,2023_2024_RS,Senate,2023-01-12,Referred toCommittee on Financial Institutions and Insurance,2,
SB0025,2023_2024_RS,Senate,2023-01-11,Introduced,1,
SB0026,2023_2024_RS,Senate,2023-04-26,Motion to override veto failed; Veto sustained; Yea: 26 Nay: 14,25,
SB0026,2023_2024_RS,Senate,2023-04-24,"Vetoed by Governor; Returned to Senate on Thursday, April 20, 2023",24,
SB0026,2023_2024_RS,Senate,2023-04-24,"Enrolled and presented to Governor on Friday, April 14, 2023",23,
SB0026,2023_2024_RS,Senate,2023-04-06,Conference Committee Report was adopted; Yea: 23 Nay: 12,22,
SB0026,2023_2024_RS,House,2023-04-06,Conference Committee Report was adopted; Yea: 70 Nay: 52,21,
SB0026,2023_2024_RS,House,2023-04-06,Conference committee report now available,20,
SB0026,2023_2024_RS,Senate,2023-04-06,"Conference Committee Report agree to disagree adopted; Senator Gossage, Senator Erickson and Senator Pettey appointed as second conferees",19,
SB0026,2023_2024_RS,House,2023-04-06,"Conference Committee Report agree to disagree adopted; Representative Carpenter, W., Representative Humphries and Representative Hoye appointed as second conferees",18,
SB0026,2023_2024_RS,House,2023-04-06,Conference committee report now available,17,
SB0026,2023_2024_RS,House,2023-04-06,"Representative Carpenter, W., Representative Humphries, and Representative Hoye are appointed to replace Representative Sutton, Representative Penn, and Representative Neighbor on the Conference Committee",16,
SB0026,2023_2024_RS,Senate,2023-04-05,"Senator Gossage, Senator Erickson, and Senator Pettey are appointed to replace Senator Longbine, Senator Fagg, and Senator Holscher on the Conference Committee",15,
SB0026,2023_2024_RS,House,2023-03-21,"Motion to accede adopted; Representative Sutton, Representative Penn and Representative Neighbor appointed as conferees",14,
SB0026,2023_2024_RS,Senate,2023-03-16,"Nonconcurred with amendments; Conference Committee requested; appointedSenator Longbine , Senator Fagg and Senator Holscher as conferees",13,
SB0026,2023_2024_RS,House,2023-03-16,Emergency Final Action - Passed as amended; Yea: 121 Nay: 0,12,
SB0026,2023_2024_RS,House,2023-03-16,Committee of the Whole - Be passed as amended,11,
SB0026,2023_2024_RS,House,2023-03-16,Committee of the Whole - Committee Report be adopted,10,
SB0026,2023_2024_RS,House,2023-03-09,Committee Report recommending bill be passed as amended byCommittee on Insurance,9,
SB0026,2023_2024_RS,House,2023-02-10,Referred toCommittee on Insurance,8,
SB0026,2023_2024_RS,House,2023-02-10,Received and Introduced,7,
SB0026,2023_2024_RS,Senate,2023-02-09,Emergency Final Action - Passed; Yea: 38 Nay: 1,6,
SB0026,2023_2024_RS,Senate,2023-02-09,Committee of the Whole - Be passed,5,
SB0026,2023_2024_RS,Senate,2023-02-02,Committee Report recommending bill be passed byCommittee on Financial Institutions and Insurance,4,
SB0026,2023_2024_RS,Senate,2023-01-25,"Hearing: Wednesday, January 25, 2023, 9:30 AM Room 546-S",3,
SB0026,2023_2024_RS,Senate,2023-01-12,Referred toCommittee on Financial Institutions and Insurance,2,
SB0026,2023_2024_RS,Senate,2023-01-11,Introduced,1,
SB0027,2023_2024_RS,Senate,2024-04-30,"Approved by Governor on Thursday, May 9, 2024",23,
SB0027,2023_2024_RS,Senate,2024-04-30,"Enrolled and presented to Governor on Tuesday, May 7, 2024",22,
SB0027,2023_2024_RS,Senate,2024-04-30,Conference Committee Report was adopted; Yea: 34 Nay: 0,21,
SB0027,2023_2024_RS,House,2024-04-30,Conference Committee Report was adopted; Yea: 119 Nay: 0,20,
SB0027,2023_2024_RS,Senate,2024-04-30,Motion to suspend Joint Rule 4 (k) to allow consideration adopted;,19,
SB0027,2023_2024_RS,House,2024-04-30,Motion to suspend Joint Rule 4 (k) to allow consideration adopted;,18,
SB0027,2023_2024_RS,House,2024-04-30,Conference committee report now available,17,
SB0027,2023_2024_RS,House,2024-04-26,"Representative Waymaster, Representative Hoffman, and Representative Helgerson are appointed to replace Representative Sutton, Representative Penn, and Representative Neighbor on the Conference Committee",16,
SB0027,2023_2024_RS,Senate,2024-04-26,"Senator Billinger, Senator Claeys, and Senator Pettey are appointed to replace Senator Longbine, Senator Fagg, and Senator Holscher on the Conference Committee",15,
SB0027,2023_2024_RS,House,2023-03-29,"Motion to accede adopted; Representative Sutton, Representative Penn and Representative Neighbor appointed as conferees",14,
SB0027,2023_2024_RS,Senate,2023-03-28,"Nonconcurred with amendments; Conference Committee requested; appointedSenator Longbine , Senator Fagg and Senator Holscher as conferees",13,
SB0027,2023_2024_RS,House,2023-03-27,Emergency Final Action - Passed as amended; Yea: 118 Nay: 5,12,
SB0027,2023_2024_RS,House,2023-03-27,Committee of the Whole - Be passed as amended,11,
SB0027,2023_2024_RS,House,2023-03-27,Committee of the Whole - Committee Report be adopted,10,
SB0027,2023_2024_RS,House,2023-03-09,Committee Report recommending bill be passed as amended byCommittee on Insurance,9,
SB0027,2023_2024_RS,House,2023-03-01,Referred toCommittee on Insurance,8,
SB0027,2023_2024_RS,House,2023-03-01,Received and Introduced,7,
SB0027,2023_2024_RS,Senate,2023-02-23,Final Action - Passed; Yea: 38 Nay: 2,6,
SB0027,2023_2024_RS,Senate,2023-02-22,Committee of the Whole - Be passed,5,
SB0027,2023_2024_RS,Senate,2023-02-21,Committee Report recommending bill be passed byCommittee on Financial Institutions and Insurance,4,
SB0027,2023_2024_RS,Senate,2023-02-15,"Hearing: Wednesday, February 15, 2023, 9:30 AM Room 546-S",3,
SB0027,2023_2024_RS,Senate,2023-01-12,Referred toCommittee on Financial Institutions and Insurance,2,
SB0027,2023_2024_RS,Senate,2023-01-11,Introduced,1,
SB0028,2023_2024_RS,House,2024-04-29,"Motion to override line item veto prevailed; Line item veto 112a,116a overridden; Yea: 97 Nay: 28",31,
SB0028,2023_2024_RS,House,2024-04-29,"Motion to override line item veto prevailed; Line item veto 83dd,83ee overridden; Yea: 116 Nay: 9",30,
SB0028,2023_2024_RS,House,2024-04-29,Motion to override line item veto prevailed; Line item veto 35a overridden; Yea: 86 Nay: 39,29,
SB0028,2023_2024_RS,House,2024-04-29,"Motion to override line item veto prevailed; Line item veto 29b,120a,121a overridden; Yea: 84 Nay: 41",28,
SB0028,2023_2024_RS,Senate,2024-04-29,Motion to override line item veto failed; Line item veto 83aa sustained Yea: 25 Nay: 15,27,
SB0028,2023_2024_RS,Senate,2024-04-29,"Motion to override line item veto prevailed; Line item veto 112a, 116a overridden Yea: 27 Nay: 13",26,
SB0028,2023_2024_RS,Senate,2024-04-29,"Motion to override line item veto prevailed; Line item veto 83dd, 83ee overridden Yea: 28 Nay: 12",25,
SB0028,2023_2024_RS,Senate,2024-04-29,Motion to override line item veto prevailed; Line item veto 35a overridden Yea: 28 Nay: 11,24,
SB0028,2023_2024_RS,Senate,2024-04-29,"Motion to override line item veto prevailed; Line item veto 29b, 120a, 121a overridden Yea: 28 Nay: 12",23,
SB0028,2023_2024_RS,Senate,2024-04-25,"Approved by Governor except line item veto of 26(e), 29(b), 121(a) (part), 31(d), 83(bb), 83(cc), 32(b) (part), 83(b) (part), 35(a), 35(d), 35(e), 36, 37, 38, 53(a) (part), 68(a) (part), 68(n), 69(d), 68(c) (part), 68(m), 83(a) (part), 83(w), 83(aa), 83(dd), 83(ee), 86(a) (part), 86(b) (part), 100(a) (part), 106(a) (part), 112(a) (part), 116(a) (part), 116(h), 120(a) (part), 124 on Wednesday, April 24, 2024",22,
SB0028,2023_2024_RS,Senate,2024-04-25,"Enrolled and presented to Governor on Monday, April 15, 2024",21,
SB0028,2023_2024_RS,Senate,2024-04-05,Conference Committee Report was adopted; Yea: 26 Nay: 12,20,
SB0028,2023_2024_RS,House,2024-04-05,Conference Committee Report was adopted; Yea: 78 Nay: 44,19,
SB0028,2023_2024_RS,House,2024-04-04,Conference committee report now available,18,
SB0028,2023_2024_RS,House,2024-03-20,"Representative Waymaster, Representative Hoffman, and Representative Helgerson are appointed to replace Representative Sutton, Representative Penn, and Representative Neighbor on the Conference Committee",17,
SB0028,2023_2024_RS,Senate,2024-03-19,"Senator Billinger, Senator Claeys, and Senator Pettey are appointed to replace Senator Longbine, Senator Fagg, and Senator Holscher on the Conference Committee",16,
SB0028,2023_2024_RS,House,2023-03-27,"Motion to accede adopted; Representative Sutton, Representative Penn and Representative Neighbor appointed as conferees",15,
SB0028,2023_2024_RS,Senate,2023-03-23,"Nonconcurred with amendments; Conference Committee requested; appointedSenator Longbine , Senator Fagg and Senator Holscher as conferees",14,
SB0028,2023_2024_RS,House,2023-03-23,Emergency Final Action - Passed as amended; Yea: 106 Nay: 16,13,
SB0028,2023_2024_RS,House,2023-03-23,Committee of the Whole - Be passed as amended,12,
SB0028,2023_2024_RS,House,2023-03-23,Committee of the Whole - Committee Report be adopted,11,
SB0028,2023_2024_RS,House,2023-03-14,Committee Report recommending bill be passed as amended byCommittee on Insurance,10,
SB0028,2023_2024_RS,House,2023-03-08,"Hearing: Wednesday, March 8, 2023, 3:30 PM Room 218-N",9,
SB0028,2023_2024_RS,House,2023-03-01,Referred toCommittee on Insurance,8,
SB0028,2023_2024_RS,House,2023-03-01,Received and Introduced,7,
SB0028,2023_2024_RS,Senate,2023-02-23,Final Action - Passed; Yea: 39 Nay: 1,6,
SB0028,2023_2024_RS,Senate,2023-02-22,Committee of the Whole - Be passed,5,
SB0028,2023_2024_RS,Senate,2023-02-21,Committee Report recommending bill be passed byCommittee on Financial Institutions and Insurance,4,
SB0028,2023_2024_RS,Senate,2023-02-15,"Hearing: Wednesday, February 15, 2023, 9:30 AM Room 546-S",3,
SB0028,2023_2024_RS,Senate,2023-01-12,Referred toCommittee on Financial Institutions and Insurance,2,
SB0028,2023_2024_RS,Senate,2023-01-11,Introduced,1,
SB0029,2023_2024_RS,Senate,2024-04-30,Died in Committee,4,
SB0029,2023_2024_RS,Senate,2023-01-19,"Hearing: Thursday, January 19, 2023, 9:30 AM Room 548-S",3,
SB0029,2023_2024_RS,Senate,2023-01-12,Referred toCommittee on Assessment and Taxation,2,20
SB0029,2023_2024_RS,Senate,2023-01-11,Introduced,1,15
SB0030,2023_2024_RS,Senate,2024-04-30,Died on Calendar,7,
SB0030,2023_2024_RS,Senate,2024-03-26,Committee Report recommending bill be passed as amended byCommittee on Assessment and Taxation,6,
SB0030,2023_2024_RS,Senate,2024-01-09,"Withdrawn from Calendar, Rereferred toCommittee on Assessment and Taxation",5,
SB0030,2023_2024_RS,Senate,2023-02-08,Committee Report recommending bill be passed byCommittee on Assessment and Taxation,4,
SB0030,2023_2024_RS,Senate,2023-01-25,"Hearing: Wednesday, January 25, 2023, 9:30 AM Room 548-S",3,
SB0030,2023_2024_RS,Senate,2023-01-12,Referred toCommittee on Assessment and Taxation,2,
SB0030,2023_2024_RS,Senate,2023-01-11,Introduced,1,
SB0031,2023_2024_RS,Senate,2024-04-30,Died in Committee,3,
SB0031,2023_2024_RS,Senate,2023-01-13,Referred toCommittee on Education,2,21
SB0031,2023_2024_RS,Senate,2023-01-12,Introduced,1,20
SB0032,2023_2024_RS,Senate,2024-04-30,Died in Committee,3,
SB0032,2023_2024_RS,Senate,2023-01-13,Referred toCommittee on Education,2,21
SB0032,2023_2024_RS,Senate,2023-01-12,Introduced,1,20
SB0033,2023_2024_RS,House,2024-04-30,Died in House Committee,22,
SB0033,2023_2024_RS,House,2023-03-14,"Hearing: Tuesday, March 14, 2023, 3:30 PM Room 346-S",21,
SB0033,2023_2024_RS,House,2023-03-01,Referred toCommittee on Taxation,20,
SB0033,2023_2024_RS,House,2023-03-01,Received and Introduced,19,
SB0033,2023_2024_RS,Senate,2023-02-23,Emergency Final Action - Passed as amended; Yea: 36 Nay: 3,18,
SB0033,2023_2024_RS,Senate,2023-02-23,Committee of the Whole - Be passed as amended,17,
SB0033,2023_2024_RS,Senate,2023-02-23,Committee of the Whole - Amendment by Senator Francisco was rejected Yea: 12 Nay: 26,16,
SB0033,2023_2024_RS,Senate,2023-02-23,Committee of the Whole - Motion to Amend - Offered by Senator Francisco,15,
SB0033,2023_2024_RS,Senate,2023-02-23,Committee of the Whole - Amendment by Senator Tyson was adopted,14,
SB0033,2023_2024_RS,Senate,2023-02-23,Committee of the Whole - Motion to Amend - Offered by Senator Tyson,13,
SB0033,2023_2024_RS,Senate,2023-02-23,Committee of the Whole - Amendment by Senator Tyson was adopted,12,
SB0033,2023_2024_RS,Senate,2023-02-23,Committee of the Whole - Motion to Amend - Offered by Senator Tyson,11,
SB0033,2023_2024_RS,Senate,2023-02-23,Committee of the Whole - Amendment by Senator Holland was adopted,10,
SB0033,2023_2024_RS,Senate,2023-02-23,Committee of the Whole - Motion to Amend - Offered by Senator Holland,9,
SB0033,2023_2024_RS,Senate,2023-02-23,Committee of the Whole - Amendment by Senator Tyson was adopted,8,
SB0033,2023_2024_RS,Senate,2023-02-23,Committee of the Whole - Motion to Amend - Offered by Senator Tyson,7,
SB0033,2023_2024_RS,Senate,2023-02-23,Committee of the Whole - Amendment by Senator Thompson was adopted Yea: 35 Nay: 2,6,
SB0033,2023_2024_RS,Senate,2023-02-23,Committee of the Whole - Motion to Amend - Offered by Senator Thompson,5,
SB0033,2023_2024_RS,Senate,2023-02-08,Committee Report recommending bill be passed byCommittee on Assessment and Taxation,4,
SB0033,2023_2024_RS,Senate,2023-02-07,"Hearing: Tuesday, February 7, 2023, 9:30 AM Room 548-S",3,
SB0033,2023_2024_RS,Senate,2023-01-13,Referred toCommittee on Assessment and Taxation,2,
SB0033,2023_2024_RS,Senate,2023-01-12,Introduced,1,
SB0034,2023_2024_RS,House,2024-04-30,Died on House Calendar,13,
SB0034,2023_2024_RS,House,2023-03-28,Committee of the Whole - Passed over and retain a place on the calendar,12,
SB0034,2023_2024_RS,House,2023-03-23,Committee Report recommending bill be passed as amended byCommittee on Financial Institutions and Pensions,11,
