bill_number,session,session_type,chamber,action_date,action,journal_page,order
ab0023,2023,RS,Asm.,2023-02-22,Representative O'Connor added as a coauthor,46,3
ab0023,2023,RS,Asm.,2023-03-17,Representative Knodl added as a coauthor,71,4
ab0023,2023,RS,Asm.,2023-03-28,Public hearing held,,5
ab0023,2023,RS,Asm.,2023-04-12,Executive action taken,,6
ab0023,2023,RS,Asm.,2023-09-27,"Report passage recommended by Committee on Tourism, Ayes 11, Noes 0",310,7
ab0023,2023,RS,Asm.,2023-09-27,Referred to committee on Rules,310,8
ab0023,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,9
ab0024,2023,RS,Asm.,2023-02-10,"Introduced by Representatives Krug, Allen, Cabrera, Gundrum, Mursau, Myers, Ortiz-Velez, Rettinger, Schraa, Sinicki, Subeck, Tittl, Wichgers, Jacobson and Haywood; 
cosponsored by Senators Jacque and Spreitzer",31,1
ab0024,2023,RS,Asm.,2023-02-10,Read first time and referred to Committee on Education,31,2
ab0024,2023,RS,Asm.,2023-02-16,Fiscal estimate received,,3
ab0024,2023,RS,Asm.,2023-03-01,Representative C. Anderson added as a coauthor,52,4
ab0024,2023,RS,Asm.,2023-04-10,Representative Palmeri added as a coauthor,101,5
ab0024,2023,RS,Asm.,2023-04-20,Public hearing held,,6
ab0024,2023,RS,Asm.,2023-05-24,Assembly Amendment 1 offered by Representative Shelton,160,7
ab0024,2023,RS,Asm.,2023-05-25,Executive action taken,,8
ab0024,2023,RS,Asm.,2023-09-28,Representative Joers added as a coauthor,314,9
ab0024,2023,RS,Asm.,2023-10-19,"Report passage recommended by Committee on Education, Ayes 14, Noes 0",369,10
ab0024,2023,RS,Asm.,2023-10-19,Referred to committee on Rules,369,11
ab0024,2023,RS,Asm.,2023-11-06,Representative Gustafson added as a coauthor,415,12
ab0024,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,13
ab0025,2023,RS,Asm.,2023-02-10,"Introduced by Representatives Krug, Armstrong, Kitchens, Murphy, Mursau and Wichgers; 
cosponsored by Senator Jacque",31,1
ab0025,2023,RS,Asm.,2023-02-10,Read first time and referred to Committee on Agriculture,31,2
ab0025,2023,RS,Asm.,2023-03-13,Fiscal estimate received,,3
ab0025,2023,RS,Asm.,2024-01-04,Public hearing held,,4
ab0025,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,5
ab0026,2023,RS,Asm.,2023-02-10,"Introduced by Representatives Kurtz, Sinicki, Zimmerman, Wittke, Tusler, Tittl, Subeck, Stubbs, Spiros, Shankland, Rozar, Riemer, Ratcliff, Petryk, Petersen, Ortiz-Velez, Ohnstad, Novak, Mursau, Knodl, Kitchens, Joers, Haywood, Gustafson, Emerson, Edming, Donovan, Considine, Conley, Cabrera, Brandtjen, Billings, Baldeh, Armstrong, Andraca, C. Anderson and Jacobson; 
cosponsored by Senators Cowles, Hesselbein, Wirch, Wanggaard, Taylor, Stafsholt, Spreitzer, Pfaff, Larson, James, Feyen and Carpenter",31,1
ab0026,2023,RS,Asm.,2023-02-10,Read first time and referred to Committee on Veterans and Military Affairs,31,2
ab0026,2023,RS,Asm.,2023-02-21,Fiscal estimate received,,3
ab0026,2023,RS,Asm.,2023-03-20,Representative Bare added as a coauthor,74,4
ab0026,2023,RS,Asm.,2023-03-23,Public hearing held,,5
ab0026,2023,RS,Asm.,2023-03-23,Representatives Plumer and Michalski added as coauthors,81,6
ab0026,2023,RS,Asm.,2023-03-27,Representative VanderMeer added as a coauthor,86,7
ab0026,2023,RS,Asm.,2023-04-19,Executive action taken,,8
ab0026,2023,RS,Asm.,2023-04-26,Representatives Palmeri and Steffen added as coauthors,131,9
ab0026,2023,RS,Asm.,2023-04-27,Representative Rettinger added as a coauthor,134,10
ab0026,2023,RS,Asm.,2023-05-11,Representatives Moore Omokunde and Tranel added as coauthors,146,11
ab0026,2023,RS,Asm.,2024-03-13,"Report passage recommended by Committee on Veterans and Military Affairs, Ayes 13, Noes 0",801,12
ab0026,2023,RS,Asm.,2024-03-13,Referred to committee on Rules,801,13
ab0026,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,14
ab0027,2023,RS,Asm.,2023-02-10,"Introduced by Representatives Tusler, Rettinger, Mursau, Behnke and Cabrera; 
cosponsored by Senators Wanggaard, Ballweg and Wimberger",31,1
ab0027,2023,RS,Asm.,2023-02-10,Read first time and referred to Committee on State Affairs,31,2
ab0027,2023,RS,Asm.,2023-05-05,Representative Madison added as a coauthor,140,3
ab0027,2023,RS,Asm.,2024-02-07,Public hearing held,,4
ab0027,2023,RS,Asm.,2024-02-13,Executive action taken,,5
ab0027,2023,RS,Asm.,2024-02-13,"Report passage recommended by Committee on State Affairs, Ayes 13, Noes 0",658,6
ab0027,2023,RS,Asm.,2024-02-13,Referred to committee on Rules,658,7
ab0027,2023,RS,Asm.,2024-02-13,Placed on calendar 2-15-2024 by Committee on Rules,,8
ab0027,2023,RS,Asm.,2024-02-15,Laid on the table,692,9
ab0027,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,10
ab0028,2023,RS,Asm.,2023-02-10,"Introduced by Representatives Born, Allen, C. Anderson, Armstrong, Behnke, Brooks, Callahan, Dittrich, Donovan, Edming, Emerson, Green, Gustafson, Joers, Kitchens, Krug, Macco, Magnafici, Moses, Murphy, Mursau, Nedweski, Novak, O'Connor, Penterman, Petryk, Plumer, Ratcliff, Rodriguez, Rozar, Schraa, Shankland, Snyder, Sortwell, Spiros, Steffen, Subeck, Summerfield, Tranel, Tusler, VanderMeer, Wittke, Zimmerman and Jacobson; 
cosponsored by Senators Marklein, Ballweg, Feyen, Jacque, Jagler, James, L. Johnson, Smith and Spreitzer",31,1
ab0028,2023,RS,Asm.,2023-02-10,Read first time and referred to Committee on State Affairs,31,2
ab0028,2023,RS,Asm.,2023-02-15,Senator Quinn added as a cosponsor,40,3
ab0028,2023,RS,Asm.,2023-02-27,Fiscal estimate received,,4
ab0028,2023,RS,Asm.,2023-02-27,Representatives Pronschinske and Andraca added as coauthors,49,5
ab0028,2023,RS,Asm.,2023-03-01,Fiscal estimate received,,6
ab0028,2023,RS,Asm.,2023-03-01,Public hearing held,,7
ab0028,2023,RS,Asm.,2023-03-07,Assembly Amendment 1 offered by Representative Born,56,8
ab0028,2023,RS,Asm.,2023-03-08,Executive action taken,,9
ab0028,2023,RS,Asm.,2023-03-08,"Report Assembly Amendment 1 adoption recommended by Committee on State Affairs, Ayes 13, Noes 0",58,10
ab0028,2023,RS,Asm.,2023-03-08,"Report passage as amended recommended by Committee on State Affairs, Ayes 13, Noes 0",59,11
ab0028,2023,RS,Asm.,2023-03-08,Referred to committee on Rules,59,12
ab0028,2023,RS,Asm.,2023-03-08,Placed on calendar 3-14-2023 by Committee on Rules,,13
ab0028,2023,RS,Asm.,2023-03-14,Read a second time,66,14
ab0028,2023,RS,Asm.,2023-03-14,Assembly Amendment 1 adopted,66,15
ab0028,2023,RS,Asm.,2023-03-14,Ordered to a third reading,66,16
ab0028,2023,RS,Asm.,2023-03-14,Rules suspended,66,17
ab0028,2023,RS,Asm.,2023-03-14,"Read a third time and passed, Ayes 96, Noes 0",66,18
ab0028,2023,RS,Asm.,2023-03-14,Ordered immediately messaged,66,19
ab0028,2023,RS,Sen.,2023-03-15,Received from Assembly,141,20
ab0028,2023,RS,Sen.,2023-03-16,Read first time and referred to committee on Senate Organization,144,21
ab0028,2023,RS,Sen.,2023-03-16,Available for scheduling,,22
ab0028,2023,RS,Sen.,2023-03-20,"Public hearing requirement waived by committee on Senate Organization, pursuant to Senate Rule 18 (1m), Ayes 5, Noes 0",147,23
ab0028,2023,RS,Sen.,2023-03-20,Placed on calendar 3-22-2023 pursuant to Senate Rule 18(1),147,24
ab0028,2023,RS,Sen.,2023-03-20,Senator Wirch added as a cosponsor,147,25
ab0028,2023,RS,Sen.,2023-03-22,Read a second time,154,26
ab0028,2023,RS,Sen.,2023-03-22,Ordered to a third reading,154,27
ab0028,2023,RS,Sen.,2023-03-22,Rules suspended to give bill its third reading,154,28
ab0028,2023,RS,Sen.,2023-03-22,"Read a third time and concurred in, Ayes 31, Noes 0",154,29
ab0028,2023,RS,Sen.,2023-03-22,Ordered immediately messaged,155,30
ab0028,2023,RS,Asm.,2023-03-22,Received from Senate concurred in,74,31
ab0028,2023,RS,Asm.,2023-03-24,LRB correction (Assembly Amendment 1),85,32
ab0028,2023,RS,Asm.,2023-03-24,Report correctly enrolled on 3-24-2023,85,33
ab0028,2023,RS,Asm.,2023-04-03,Presented to the Governor on 4-3-2023,92,34
ab0028,2023,RS,Asm.,2023-04-06,Report approved by the Governor on 4-6-2023. 2023 Wisconsin Act 4,95,35
ab0028,2023,RS,Asm.,2023-04-06,Published 4-7-2023,95,36
ab0029,2023,RS,Asm.,2023-02-10,"Introduced by Representatives Sortwell, Schraa, Allen, Armstrong, Behnke, Bodden, Brooks, Gustafson, Moses, Murphy, Mursau, Penterman, Petersen, Rettinger, Tittl and Tusler; 
cosponsored by Senators Stroebel, Cabral-Guevara, Felzkowski, Feyen, Nass, Quinn and Spreitzer",31,1
ab0029,2023,RS,Asm.,2023-02-10,Read first time and referred to Committee on Ways and Means,31,2
ab0029,2023,RS,Asm.,2023-02-16,Fiscal estimate received,,3
ab0029,2023,RS,Asm.,2023-10-24,Representative Maxey added as a coauthor,382,4
ab0029,2023,RS,Asm.,2024-01-02,Representative Summerfield added as a coauthor,521,5
ab0029,2023,RS,Asm.,2024-02-01,Public hearing held,,6
ab0029,2023,RS,Asm.,2024-02-13,Executive action taken,,7
ab0029,2023,RS,Asm.,2024-02-14,"Report passage recommended by Committee on Ways and Means, Ayes 8, Noes 4",678,8
ab0029,2023,RS,Asm.,2024-02-14,Referred to committee on Rules,678,9
ab0029,2023,RS,Asm.,2024-02-14,"Referred to joint survey committee on Tax Exemptions pursuant to s. 13.52, Wisconsin Statutes",682,10
ab0029,2023,RS,Asm.,2024-02-15,Placed on calendar 2-20-2024 by Committee on Rules,,11
ab0029,2023,RS,Asm.,2024-02-19,Executive action taken by joint survey committee on Tax Exemptions,,12
ab0029,2023,RS,Asm.,2024-02-19,"Report of Joint Survey Committee on Tax Exemptions received, Ayes 8, Noes 1",707,13
ab0029,2023,RS,Asm.,2024-02-20,Read a second time,718,14
ab0029,2023,RS,Asm.,2024-02-20,Ordered to a third reading,718,15
ab0029,2023,RS,Asm.,2024-02-20,Rules suspended,718,16
ab0029,2023,RS,Asm.,2024-02-20,"Read a third time and passed, Ayes 86, Noes 12",718,17
ab0029,2023,RS,Asm.,2024-02-20,Ordered immediately messaged,718,18
ab0029,2023,RS,Sen.,2024-02-21,Received from Assembly,856,19
ab0029,2023,RS,Sen.,2024-02-26,Read first time and referred to committee on Senate Organization,866,20
ab0029,2023,RS,Sen.,2024-02-26,Available for scheduling,,21
ab0029,2023,RS,Sen.,2024-03-11,Withdrawn from committee on Senate Organization and rereferred to joint committee on Finance pursuant to Senate Rule 46(2)(c),904,22
ab0029,2023,RS,Sen.,2024-03-11,Executive action taken,,23
ab0029,2023,RS,Sen.,2024-03-11,"Report concurrence recommended by Joint Committee on Finance, Ayes 11, Noes 2",901,24
ab0029,2023,RS,Sen.,2024-03-11,Available for scheduling,,25
ab0029,2023,RS,Sen.,2024-03-11,"Public hearing requirement waived by committee on Senate Organization, pursuant to Senate Rule 18 (1m), Ayes 3, Noes 2",902,26
ab0029,2023,RS,Sen.,2024-03-11,Placed on calendar 3-12-2024 pursuant to Senate Rule 18(1),903,27
ab0029,2023,RS,Sen.,2024-03-12,"Senate Amendment 1 offered by Senators Carpenter, Wirch, Agard, Hesselbein, L. Johnson, Larson, Pfaff, Smith and Spreitzer",905,28
ab0029,2023,RS,Sen.,2024-03-12,"Senate Amendment 2 offered by Senators Roys, Agard, Hesselbein, Smith, Larson, L. Johnson, Spreitzer, Pfaff, Wirch and Carpenter",905,29
ab0029,2023,RS,Sen.,2024-03-12,Read a second time,912,30
ab0029,2023,RS,Sen.,2024-03-12,Point of order that Senate Amendment 1 was not germane well taken,912,31
ab0029,2023,RS,Sen.,2024-03-12,"Decision of the Chair stands as the judgment of the Senate, Ayes 22, Noes 10",912,32
ab0029,2023,RS,Sen.,2024-03-12,Point of order that Senate Amendment 2 was not germane well taken,912,33
ab0029,2023,RS,Sen.,2024-03-12,"Decision of the Chair stands as the judgment of the Senate, Ayes 22, Noes 10",912,34
ab0029,2023,RS,Sen.,2024-03-12,Ordered to a third reading,912,35
ab0029,2023,RS,Sen.,2024-03-12,Rules suspended to give bill its third reading,912,36
ab0029,2023,RS,Sen.,2024-03-12,"Read a third time and concurred in, Ayes 23, Noes 9",912,37
ab0029,2023,RS,Sen.,2024-03-12,Ordered immediately messaged,920,38
ab0029,2023,RS,Asm.,2024-03-12,Received from Senate concurred in,796,39
ab0029,2023,RS,Asm.,2024-03-15,LRB correction,808,40
ab0029,2023,RS,Asm.,2024-03-15,Report correctly enrolled on 3-15-2024,808,41
ab0029,2023,RS,Asm.,2024-03-18,Presented to the Governor on 3-18-2024,808,42
ab0029,2023,RS,Asm.,2024-03-21,Report approved by the Governor on 3-21-2024. 2023 Wisconsin Act 149,811,43
ab0029,2023,RS,Asm.,2024-03-21,Published 3-22-2024,811,44
ab0030,2023,RS,Asm.,2023-02-10,"Introduced by Representatives Wichgers, Myers, Bare, Behnke, Cabrera, Drake, Sinicki, Subeck and Donovan; 
cosponsored by Senators Jacque and Taylor",31,1
ab0030,2023,RS,Asm.,2023-02-10,"Read first time and referred to Committee on Forestry, Parks and Outdoor Recreation",32,2
ab0030,2023,RS,Asm.,2023-02-16,Representative Jacobson added as a coauthor,41,3
ab0030,2023,RS,Asm.,2023-02-23,Fiscal estimate received,,4
ab0030,2023,RS,Asm.,2023-04-27,Representative Palmeri added as a coauthor,134,5
ab0030,2023,RS,Asm.,2023-05-02,Public hearing held,,6
ab0030,2023,RS,Asm.,2023-05-22,Representative Ratcliff added as a coauthor,159,7
ab0030,2023,RS,Asm.,2024-01-10,Representative Gustafson added as a coauthor,536,8
ab0030,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,9
ab0031,2023,RS,Asm.,2023-02-10,"Introduced by Representatives Brooks, Knodl, Armstrong, Brandtjen, Gundrum, Murphy, O'Connor, Rettinger and Steffen; 
cosponsored by Senators Jacque, Nass and Stroebel",32,1
ab0031,2023,RS,Asm.,2023-02-10,Read first time and referred to Joint Committee on Finance,32,2
ab0031,2023,RS,Asm.,2023-04-20,Fiscal estimate received,,3
ab0031,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,4
ab0032,2023,RS,Asm.,2023-02-10,"Introduced by Representatives Tittl, Behnke, Edming, Green, Mursau, Steffen and VanderMeer; 
cosponsored by Senator James",32,1
ab0032,2023,RS,Asm.,2023-02-10,Read first time and referred to Committee on Ways and Means,32,2
ab0032,2023,RS,Asm.,2023-02-23,Fiscal estimate received,,3
ab0032,2023,RS,Asm.,2023-03-16,Public hearing held,,4
ab0032,2023,RS,Asm.,2023-11-06,Representative Gustafson added as a coauthor,415,5
ab0032,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,6
ab0033,2023,RS,Asm.,2023-02-10,"Introduced by Representatives Oldenburg, Pronschinske, Baldeh, Behnke, Donovan, Duchow, Gundrum, Moses, Murphy, Mursau, Sapik, Spiros, VanderMeer and Shankland; 
cosponsored by Senators James, Ballweg, Carpenter, Feyen and Wanggaard",32,1
ab0033,2023,RS,Asm.,2023-02-10,Read first time and referred to Committee on Transportation,32,2
ab0033,2023,RS,Asm.,2023-03-29,Assembly Amendment 1 offered by Representative Oldenburg,88,3
ab0033,2023,RS,Asm.,2023-04-11,Fiscal estimate received,,4
ab0033,2023,RS,Asm.,2023-06-06,Public hearing held,,5
ab0033,2023,RS,Asm.,2023-06-13,Assembly Amendment 2 offered by Representative Oldenburg,193,6
ab0033,2023,RS,Asm.,2023-06-20,Executive action taken,,7
ab0033,2023,RS,Asm.,2023-09-28,"Report Assembly Amendment 1 adoption recommended by Committee on Transportation, Ayes 14, Noes 0",313,8
ab0033,2023,RS,Asm.,2023-09-28,"Report Assembly Amendment 2 adoption recommended by Committee on Transportation, Ayes 14, Noes 0",313,9
ab0033,2023,RS,Asm.,2023-09-28,"Report passage as amended recommended by Committee on Transportation, Ayes 14, Noes 0",314,10
ab0033,2023,RS,Asm.,2023-09-28,Referred to committee on Rules,314,11
ab0033,2023,RS,Asm.,2023-10-12,Placed on calendar 10-17-2023 by Committee on Rules,,12
ab0033,2023,RS,Asm.,2023-10-16,Representative Gustafson added as a coauthor,348,13
ab0033,2023,RS,Asm.,2023-10-17,Representatives Steffen and O'Connor added as coauthors,354,14
ab0033,2023,RS,Asm.,2023-10-17,Laid on the table,354,15
ab0033,2023,RS,Asm.,2024-04-15,Failed to pass pursuant to Senate Joint Resolution 1,836,16
ab0034,2023,RS,Asm.,2023-02-10,"Introduced by Representatives Magnafici, Callahan, Brooks, Bodden, Edming, Green, Maxey, Mursau, Moses, Zimmerman and Sapik; 
cosponsored by Senators Quinn and Tomczyk",32,1
ab0034,2023,RS,Asm.,2023-02-10,Read first time and referred to Committee on Sporting Heritage,32,2
ab0034,2023,RS,Asm.,2023-11-08,Public hearing held,,3
ab0034,2023,RS,Asm.,2023-11-15,Executive action taken,,4
ab0034,2023,RS,Asm.,2024-01-18,"Report passage recommended by Committee on Sporting Heritage, Ayes 8, Noes 4",569,5
ab0034,2023,RS,Asm.,2024-01-18,Referred to committee on Rules,569,6
ab0034,2023,RS,Asm.,2024-01-23,Made a special order of business at 10:01 AM on 1-25-2024 pursuant to Assembly Resolution 23,585,7
ab0034,2023,RS,Asm.,2024-01-25,Read a second time,597,8
ab0034,2023,RS,Asm.,2024-01-25,Assembly Substitute Amendment 1 offered by Representative Shankland,597,9
ab0034,2023,RS,Asm.,2024-01-25,"Assembly Substitute Amendment 1 laid on table, Ayes 63, Noes 35",597,10
ab0034,2023,RS,Asm.,2024-01-25,Ordered to a third reading,597,11
ab0034,2023,RS,Asm.,2024-01-25,Rules suspended,597,12
ab0034,2023,RS,Asm.,2024-01-25,Read a third time and passed,597,13
ab0034,2023,RS,Asm.,2024-01-25,Ordered immediately messaged,597,14
ab0034,2023,RS,Sen.,2024-01-25,Received from Assembly,752,15
ab0034,2023,RS,Sen.,2024-01-26,Read first time and referred to committee on Financial Institutions and Sporting Heritage,757,16
ab0034,2023,RS,Sen.,2024-02-16,Executive action taken,,17
ab0034,2023,RS,Sen.,2024-02-16,"Report concurrence recommended by Committee on Financial Institutions and Sporting Heritage, Ayes 3, Noes 2",820,18
ab0034,2023,RS,Sen.,2024-02-16,Available for scheduling,,19
ab0034,2023,RS,Sen.,2024-03-11,"Public hearing requirement waived by committee on Senate Organization, pursuant to Senate Rule 18 (1m), Ayes 3, Noes 2",902,20
ab0034,2023,RS,Sen.,2024-03-11,Placed on calendar 3-12-2024 pursuant to Senate Rule 18(1),903,21
ab0034,2023,RS,Sen.,2024-03-12,Read a second time,912,22
ab0034,2023,RS,Sen.,2024-03-12,Ordered to a third reading,912,23
ab0034,2023,RS,Sen.,2024-03-12,Rules suspended to give bill its third reading,912,24
ab0034,2023,RS,Sen.,2024-03-12,"Read a third time and concurred in, Ayes 22, Noes 10",912,25
ab0034,2023,RS,Sen.,2024-03-12,Ordered immediately messaged,920,26
ab0034,2023,RS,Asm.,2024-03-12,Received from Senate concurred in,796,27
ab0034,2023,RS,Asm.,2024-03-19,Report correctly enrolled on 3-19-2024,810,28
ab0034,2023,RS,Asm.,2024-03-26,Presented to the Governor on 3-26-2024,816,29
ab0034,2023,RS,Asm.,2024-03-29,Report vetoed by the Governor on 3-29-2024,819,30
ab0034,2023,RS,Asm.,2024-05-14,Placed on calendar 5-14-2024 pursuant to Joint Rule 82 (2)(a),,31
ab0034,2023,RS,Asm.,2024-05-15,Failed to pass notwithstanding the objections of the Governor pursuant to Joint Rule 82,844,32
ab0035,2023,RS,Asm.,2023-02-10,"Introduced by Representatives Mursau, Edming, Andraca, Behnke, Donovan, Kitchens, Knodl, Magnafici, Maxey, Ohnstad, Rozar, Sinicki, Spiros, Subeck, Tusler and Jacobson; 
cosponsored by Senators James, Cowles, Felzkowski, Marklein and Taylor",32,1
ab0035,2023,RS,Asm.,2023-02-10,Read first time and referred to Committee on Sporting Heritage,32,2
ab0035,2023,RS,Asm.,2023-11-06,Representative Gustafson added as a coauthor,415,3
ab0035,2023,RS,Asm.,2023-11-08,Public hearing held,,4
ab0035,2023,RS,Asm.,2023-11-15,Executive action taken,,5
