bill_id,term,session,title,keywords,summary,commem
HB2083,2023_2024,RS1,landlord; tenant; fee disclosure; waiver,ARIZONA RESIDENTIAL LANDLORD AND TENANT ACT; FEE DISCLOSURE; LANDLORD; PROPERTY - TITLE 33; RENTAL AGREEMENT; TENANT; WAIVER,landlord; tenant; fee disclosure; waiver,0
HB2084,2023_2024,RS1,landlord tenant; housing assistance; waiver,ARIZONA RESIDENTIAL LANDLORD AND TENANT ACT; HOUSING ASSISTANCE; LANDLORD TENANT; PROPERTY - TITLE 33; WAIVER,landlord tenant; housing assistance; waiver,0
HB2085,2023_2024,RS1,rental housing; income source discrimination,ARIZONA RESIDENTIAL LANDLORD AND TENANT ACT; INCOME SOURCE DISCRIMINATION; PROPERTY - TITLE 33; RENTAL HOUSING,rental housing; income source discrimination,0
HB2086,2023_2024,RS1,rent regulation; state preemption,PROPERTY - TITLE 33; RENT REGULATION; REPEAL; STATE PREEMPTION,rent regulation; state preemption,0
HB2087,2023_2024,RS1,appropriation; dementia awareness,APPROPRIATION; DEMENTIA AWARENESS; DEPARTMENT OF HEALTH SERVICES (DHS); DHS (SEE ALSO: DEPARTMENT OF HEALTH SERVICES),appropriation; dementia awareness,0
HB2088,2023_2024,RS1,justification; criminal offenses.,CRIMINAL CODE - TITLE 13; CRIMINAL OFFENSES; JUSTIFICATION,justification; criminal offenses.,0
HB2089,2023_2024,RS1,military veterans; surviving spouses; scholarships,EDUCATION - TITLE 15; MILITARY VETERANS; SCHOLARSHIPS; SURVIVING SPOUSES; TUITION PURPOSES,military veterans; surviving spouses; scholarships,0
HB2090,2023_2024,RS1,emergency and military affairs; continuation,CONTINUATION; DEMA (SEE ALSO: DEPARTMENT OF EMERGENCY AND MILITARY AFFAIRS); DEPARTMENT OF EMERGENCY AND MILITARY AFFAIRS (DEMA); EMERGENCY AND MILITARY AFFAIRS; STATE GOVERNMENT - TITLE 41; TERMINATION,emergency and military affairs; continuation,0
HB2091,2023_2024,RS1,technical correction; license application; clarification,ADMINISTRATIVE PROCEDURES; CLARIFICATION; LICENSE APPLICATION; STATE GOVERNMENT - TITLE 41; TECHNICAL CORRECTION,technical correction; license application; clarification,0
HB2092,2023_2024,RS1,setoff debt; technical correction,PUBLIC FINANCES - TITLE 35; SETOFF DEBT; STATE DEBT; TECHNICAL CORRECTION,setoff debt; technical correction,0
HB2093,2023_2024,RS1,technical correction; unclaimed property; interest,INTEREST; TECHNICAL CORRECTION; TRADE AND COMMERCE - TITLE 44; UNCLAIMED PROPERTY,technical correction; unclaimed property; interest,0
HB2094,2023_2024,RS1,technical correction; tax debt; enforcement,CITIES AND TOWNS - TITLE 9 (S); COUNTIES - TITLE 11 (S); ENFORCEMENT; MOBILE FOOD VENDING (S); MOBILE FOOD VENDOR (S); OPERATION (S); PUBLIC HEALTH AND SAFETY - TITLE 36 (S); RULES (S); TAX DEBT; TAXATION - TITLE 42; TAXPAYERS' BILL OF RIGHTS; TECHNICAL CORRECTION,(NOW: mobile food vendor; operation; rules),0
HB2095,2023_2024,RS1,technical correction; health professionals,DENTISTRY; HEALTH PROFESSIONALS; PROFESSIONS AND OCCUPATIONS - TITLE 32; TECHNICAL CORRECTION,technical correction; health professionals,0
HB2096,2023_2024,RS1,early ballots; Friday deadline,EARLY BALLOTS; EARLY VOTING; ELECTIONS AND ELECTORS - TITLE 16; FRIDAY DEADLINE,early ballots; Friday deadline,0
HB2097,2023_2024,RS1,appropriation; State Route 89; roundabout,ADOT (SEE ALSO: DEPARTMENT OF TRANSPORTATION); APPROPRIATION; DEPARTMENT OF TRANSPORTATION (ADOT); ROUNDABOUT; STATE ROUTE 89,appropriation; State Route 89; roundabout,0
HB2098,2023_2024,RS1,appropriation; Clarkdale bridge,ADOT (SEE ALSO: DEPARTMENT OF TRANSPORTATION); APPROPRIATION; CLARKDALE BRIDGE; DEPARTMENT OF TRANSPORTATION (ADOT),appropriation; Clarkdale bridge,0
HB2099,2023_2024,RS1,technical correction; statement of contest,CONDUCT OF ELECTIONS; ELECTIONS AND ELECTORS - TITLE 16; STATEMENT OF CONTEST; TECHNICAL CORRECTION,technical correction; statement of contest,0
HB2100,2023_2024,RS1,elections; mail ballot; technical correction,ELECTIONS; ELECTIONS AND ELECTORS - TITLE 16; MAIL BALLOT; TECHNICAL CORRECTION,elections; mail ballot; technical correction,0
HB2101,2023_2024,RS1,technical correction; presidential candidates; ballot,BALLOT; CONDUCT OF ELECTIONS; ELECTIONS AND ELECTORS - TITLE 16; PRESIDENTIAL CANDIDATES; TECHNICAL CORRECTION,technical correction; presidential candidates; ballot,0
HB2102,2023_2024,RS1,election of judges; technical correction,ELECTION OF JUDGES; ELECTIONS AND ELECTORS - TITLE 16; NOMINATING PROCEDURES; TECHNICAL CORRECTION,election of judges; technical correction,0
HB2103,2023_2024,RS1,special districts; elections; technical correction,ELECTIONS; ELECTIONS AND ELECTORS - TITLE 16; SPECIAL DISTRICTS; TECHNICAL CORRECTION,special districts; elections; technical correction,0
HB2104,2023_2024,RS1,contest; state elections; technical correction,CONDUCT OF ELECTIONS; CONTEST; ELECTIONS AND ELECTORS - TITLE 16; STATE ELECTIONS; TECHNICAL CORRECTION,contest; state elections; technical correction,0
HB2105,2023_2024,RS1,statement of contest; technical correction,ELECTIONS AND ELECTORS - TITLE 16; STATEMENT OF CONTEST; TECHNICAL CORRECTION,statement of contest; technical correction,0
HB2106,2023_2024,RS1,technical correction; state elections; contest,CONDUCT OF ELECTIONS; CONTEST; ELECTIONS AND ELECTORS - TITLE 16; STATE ELECTIONS; TECHNICAL CORRECTION,technical correction; state elections; contest,0
HB2107,2023_2024,RS1,appropriation; SR 303; Route 60,ADOT (SEE ALSO: DEPARTMENT OF TRANSPORTATION); APPROPRIATION; DEPARTMENT OF TRANSPORTATION (ADOT); ROUTE 60; SR 303,appropriation; SR 303; Route 60,0
HB2108,2023_2024,RS1,unemployment benefits; requirements; disqualifications,APPROVAL (S); BENEFITS (S); DISQUALIFICATIONS; ELIGIBILITY (S); EMPLOYMENT SECURITY; LABOR - TITLE 23; REQUIREMENTS; SHARED WORK (S); SHARED WORK PLAN (S); UNEMPLOYMENT (S); UNEMPLOYMENT BENEFITS,(NOW: unemployment; requirements; disqualifications; shared work),0
HB2109,2023_2024,RS1,call center relocation,BUSINESS RELOCATION; CALL CENTER RELOCATION; TRADE AND COMMERCE - TITLE 44,call center relocation,0
HB2110,2023_2024,RS1,repeal; right to work; liability,LABOR - TITLE 23; LIABILITY; REPEAL; RIGHT TO WORK,repeal; right to work; liability,0
HB2111,2023_2024,RS1,broadband; internet protocol services; commission,NA,broadband; internet protocol services; commission,0
HB2112,2023_2024,RS1,essential drugs; price increases; limits,BROADBAND; COMMISSION; CORPORATION COMMISSION; EVALUATIONS; INTERNET PROTOCOL SERVICES; PUBLIC UTILITIES AND CARRIERS - TITLE 40,essential drugs; price increases; limits,0
HB2113,2023_2024,RS1,student loan services; licensure,BANKS AND FINANCIAL INSTITUTIONS - TITLE 6; LICENSURE; STUDENT LOAN OMBUDSMAN; STUDENT LOAN SERVICES; STUDENT LOANS,student loan services; licensure,0
HB2114,2023_2024,RS1,appropriation; financial aid trust fund,APPROPRIATION; EXEMPTION; FINANCIAL AID TRUST FUND,appropriation; financial aid trust fund,0
HB2115,2023_2024,RS1,income tax; credits; subtractions,CREDITS; INCOME TAX; INCOME TAX CREDITS; RETROACTIVITY; SUBTRACTIONS; TAX CREDITS; TAXATION OF INCOME - TITLE 43,income tax; credits; subtractions,0
HB2116,2023_2024,RS1,election laws; revisions; appropriation,APPROPRIATION; CRIMINAL CODE - TITLE 13; ELECTION LAWS; ELECTIONS AND ELECTORS - TITLE 16; REVISIONS,election laws; revisions; appropriation,0
HB2117,2023_2024,RS1,ballot measures; descriptive title; summary,"BALLOT MEASURES; DESCRIPTIVE TITLE; INITIATIVE, REFERENDUM AND RECALL - TITLE 19; SUMMARY",ballot measures; descriptive title; summary,0
HB2118,2023_2024,RS1,early ballot collection; limitations; repeal,BALLOT ABUSE; EARLY BALLOT COLLECTION; ELECTIONS AND ELECTORS - TITLE 16; LIMITATIONS; REPEAL,early ballot collection; limitations; repeal,0
HB2119,2023_2024,RS1,voting centers; board of supervisors,BOARD OF SUPERVISORS; CONDUCT OF ELECTIONS; ELECTIONS AND ELECTORS - TITLE 16; VOTING CENTERS,voting centers; board of supervisors,0
HB2120,2023_2024,RS1,early voting; weekend hours,CONDUCT OF ELECTIONS; EARLY VOTING; ELECTIONS AND ELECTORS - TITLE 16; WEEKEND HOURS,early voting; weekend hours,0
HB2121,2023_2024,RS1,election procedures; registrations; campaign finance,AUTOMATIC VOTER REGISTRATION; CAMPAIGN FINANCE; DRIVER LICENSE VOTER REGISTRATION; ELECTION PROCEDURES; ELECTIONS AND ELECTORS - TITLE 16; REGISTRATION; SAME DAY VOTER REGISTRATION,election procedures; registrations; campaign finance,0
HB2122,2023_2024,RS1,campaign finance; corporate recipients; registration,CAMPAIGN CONTRIBUTIONS; CAMPAIGN FINANCE; CORPORATE RECIPIENTS; ELECTIONS AND ELECTORS - TITLE 16; REGISTRATION,campaign finance; corporate recipients; registration,0
HB2123,2023_2024,RS1,independent expenditures; corporations; funding disclosure,CAMPAIGN CONTRIBUTIONS; CAMPAIGN EXPENSES; CORPORATIONS; ELECTIONS AND ELECTORS - TITLE 16; FUNDING DISCLOSURES; INDEPENDENT EXPENDITURES,independent expenditures; corporations; funding disclosure,0
HB2124,2023_2024,RS1,ballot measure amendments,"BALLOT MEASURE AMENDMENTS; INITIATIVE, REFERENDUM AND RECALL - TITLE 19",ballot measure amendments,0
HB2125,2023_2024,RS1,repeal; imprisonment; abortion; advertising,ABORTION; ADVERTISING; CRIMINAL CODE - TITLE 13; IMPRISONMENT; REPEAL,repeal; imprisonment; abortion; advertising,0
HB2126,2023_2024,RS1,contraception; cost sharing prohibition,CONTRACEPTION; COST SHARING PROHIBITION; HEALTH INSURANCE; INSURANCE - TITLE 20,contraception; cost sharing prohibition,0
HB2127,2023_2024,RS1,minimum wage increase,LABOR - TITLE 23; MINIMUM WAGE; MINIMUM WAGE INCREASE,minimum wage increase,0
HB2128,2023_2024,RS1,employers; employee salary history; prohibitions,CIVIL PENALTY; EMPLOYEE SALARY HISTORY; EMPLOYERS; EMPLOYMENT PRACTICES; LABOR - TITLE 23; PROHIBITION,employers; employee salary history; prohibitions,0
HB2129,2023_2024,RS1,wage disclosure; employee rights,EMPLOYEE RIGHTS; LABOR - TITLE 23; STATE GOVERNMENT - TITLE 41; WAGE DISCLOSURE,wage disclosure; employee rights,0
HB2130,2023_2024,RS1,family and medical leave; coverage,COVERAGE; EMPLOYMENT PRACTICES; FAMILY AND MEDICAL LEAVE; LABOR - TITLE 23,family and medical leave; coverage,0
HB2131,2023_2024,RS1,overtime pay,LABOR - TITLE 23; OVERTIME PAY; PAYMENT OF WAGES,overtime pay,0
HB2132,2023_2024,RS1,student loan servicers; licensure.,BANKS AND FINANCIAL INSTITUTIONS - TITLE 6; LICENSURE; STUDENT LOAN SERVICES; STUDENT LOANS,student loan servicers; licensure.,0
HB2133,2023_2024,RS1,candidates; missed filings; termination,CAMPAIGN CONTRIBUTIONS; CAMPAIGN EXPENSES; CANDIDATES; ELECTIONS AND ELECTORS - TITLE 16; MISSED FILINGS; TERMINATION,candidates; missed filings; termination,0
HB2134,2023_2024,RS1,campaign finance; caregiving expenditures,CAMPAIGN CONTRIBUTIONS; CAMPAIGN EXPENSES; CAMPAIGN FINANCE; CAREGIVING EXPENDITURES; ELECTIONS AND ELECTORS - TITLE 16,campaign finance; caregiving expenditures,0
HB2135,2023_2024,RS1,TPT; additional rate; online lodging,ADDITIONAL RATE; ONLINE LODGING; STATE GOVERNMENT - TITLE 41; TAXATION - TITLE 42; TPT (SEE ALSO: TRANSACTION PRIVILEGE TAX); TRANSACTION PRIVILEGE TAX (TPT),TPT; additional rate; online lodging,0
HB2136,2023_2024,RS1,homeless; restrooms; water; statewide preemption,CITIES AND TOWNS - TITLE 9; COUNTIES - TITLE 11; HOMELESS; MUNICIPAL AND COUNTY SERVICES; RESTROOMS; STATEWIDE PREEMPTION; WATER,homeless; restrooms; water; statewide preemption,0
HB2137,2023_2024,RS1,children's health insurance program; eligibility,CHILDREN'S HEALTH INSURANCE PROGRAM; ELIGIBILITY; PUBLIC HEALTH AND SAFETY - TITLE 36,children's health insurance program; eligibility,0
HB2138,2023_2024,RS1,abortion regulation; benefits,ABORTION REGULATION; BENEFITS; PUBLIC HEALTH AND SAFETY - TITLE 36; STATE BENEFITS,abortion regulation; benefits,0
HB2139,2023_2024,RS1,medical services; purchase; study committee,MEDICAL SERVICES; MEDICAL SERVICES PURCHASE PROGRAM STUDY COMMITTEE; PURCHASE; STUDY COMMITTEE,medical services; purchase; study committee,0
HB2140,2023_2024,RS1,schools; feminine hygiene products; appropriation,APPROPRIATION; EDUCATION - TITLE 15; FEMININE HYGIENE PRODUCTS; SCHOOLS; STUDENT HEALTH,schools; feminine hygiene products; appropriation,0
HB2141,2023_2024,RS1,AHCCCS; dental care; pregnant women,AHCCCS (SEE ALSO: ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM); ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM (AHCCCS); DENTAL CARE; PREGNANT WOMEN; PUBLIC HEALTH AND SAFETY - TITLE 36,AHCCCS; dental care; pregnant women,0
HB2142,2023_2024,RS1,produce incentive program; annual appropriation,ANNUAL APPROPRIATION; APPROPRIATION; PRODUCE INCENTIVE PROGRAM; WELFARE - TITLE 46,produce incentive program; annual appropriation,0
HB2143,2023_2024,RS1,rulemaking review; time frame,GRAY WATER (S); GRAY WATER REUSE (S); RESIDENTIAL STANDARDS (S); RULEMAKING REVIEW; RULES (S); STATE GOVERNMENT - TITLE 41; TIME FRAME,(NOW: gray water; residential standards; rules),0
HB2144,2023_2024,RS1,open meetings; capacity; posting; violation,CAPACITY; OPEN MEETINGS; POSTING; PUBLIC MEETINGS AND PROCEEDINGS; PUBLIC OFFICERS AND EMPLOYEES - TITLE 38; SEATING; VIOLATION,open meetings; capacity; posting; violation,0
HB2145,2023_2024,RS1,dude ranches; historical markers,ARIZONA HISTORICAL SOCIETY; CLASS FOUR PROPERTY (S); CLASS TWO PROPERTY (S); DEFINITION (S); DUDE RANCHES; GUEST RANCH (S); HISTORICAL MARKERS; LIMITED VALUE (S); STATE GOVERNMENT - TITLE 41; TAXATION - TITLE 42 (S),dude ranches; historical markers,0
HB2146,2023_2024,RS1,full-day kindergarten students; ADM,ADM; EDUCATION - TITLE 15; FULL-DAY KINDERGARTEN STUDENTS; SCHOOL FINANCE,full-day kindergarten students; ADM,0
HB2147,2023_2024,RS1,school funding; inflation adjustment,DISTRICT ADDITIONAL ASSISTANCE; EDUCATION - TITLE 15; INFLATION ADJUSTMENT; SCHOOL FINANCE; SCHOOL FUNDING,school funding; inflation adjustment,0
HB2148,2023_2024,RS1,school districts; expenditure limitation,EXPENDITURE LIMIT; EXPENDITURE LIMITATIONS; SCHOOL DISTRICTS; STATE GOVERNMENT - TITLE 41,school districts; expenditure limitation,0
HB2149,2023_2024,RS1,exchange programs; student count,EDUCATION - TITLE 15; EXCHANGE PROGRAMS; SCHOOL ADMISSION REQUIREMENTS; STUDENT COUNT,exchange programs; student count,0
HB2150,2023_2024,RS1,humanitarian service organization special plates,HUMANITARIAN SERVICE ORGANIZATION SPECIAL PLATES; SPECIAL PLATES; TRANSPORTATION - TITLE 28,humanitarian service organization special plates,0
HB2151,2023_2024,RS1,literacy endorsement; noncertificated teachers; requirement,EDUCATION - TITLE 15; LITERACY ENDORSEMENT; NONCERTIFICATED TEACHERS; REQUIREMENTS; SCHOOL EMPLOYEES,literacy endorsement; noncertificated teachers; requirement,0
HB2152,2023_2024,RS1,initiative; referendum; signatures; electronic submittal,"ELECTRONIC SUBMITTAL; INITIATIVE; INITIATIVE, REFERENDUM AND RECALL - TITLE 19; REFERENDUM; SECURE ONLINE SIGNATURE COLLECTION; SIGNATURES",initiative; referendum; signatures; electronic submittal,0
HB2153,2023_2024,RS1,presidential preference election; independent voters,CONDUCT OF ELECTIONS; ELECTIONS AND ELECTORS - TITLE 16; INDEPENDENT VOTERS; PRESIDENTIAL PREFERENCE ELECTION,presidential preference election; independent voters,0
HB2154,2023_2024,RS1,administrative costs; limit; STOs,ADMINISTRATIVE COSTS; LIMIT; SCHOOL TUITION ORGANIZATION (STO); STO (SEE ALSO: SCHOOL TUITION ORGANIZATION); TAXATION OF INCOME - TITLE 43,administrative costs; limit; STOs,0
HB2155,2023_2024,RS1,middle school students; civics; instruction.,CIVICS; EDUCATION - TITLE 15; INSTRUCTION; INSTRUCTIONAL SERVICE PROVIDERS; MIDDLE SCHOOL STUDENTS; REQUIREMENTS; SCHOOL INSTRUCTION,middle school students; civics; instruction.,0
HB2156,2023_2024,RS1,proxy voting; governmental entities; prohibition,GOVERNMENTAL ENTITIES; INVESTMENT MANAGERS; LIST; POSTING; PROHIBITION; PROXY VOTING; PUBLIC FINANCES - TITLE 35; STATE INVESTMENTS; STATE TREASURER,(NOW: governmental entities; proxy voting; prohibitions),0
HB2157,2023_2024,RS1,medical malpractice; statute of limitations,COURTS AND CIVIL PROCEEDINGS - TITLE 12; LIMITATIONS OF ACTIONS; MEDICAL MALPRACTICE; STATUTE OF LIMITATIONS,medical malpractice; statute of limitations,0
HB2158,2023_2024,RS1,fire district board members; employees,EMPLOYEES; FIRE DISTRICT BOARD MEMBERS; SPECIAL TAXING DISTRICTS - TITLE 48,fire district board members; employees,0
HB2159,2023_2024,RS1,professional development personnel; teachers; appropriation,ADE (SEE ALSO: DEPARTMENT OF EDUCATION); APPROPRIATION; DEPARTMENT OF EDUCATION (ADE); PROFESSIONAL DEVELOPMENT PERSONNEL; TEACHERS,professional development personnel; teachers; appropriation,0
HB2160,2023_2024,RS1,school mental health professionals; academy,ACADEMY; EDUCATION - TITLE 15; REPORTING REQUIREMENTS; SCHOOL EMPLOYEE TRAINING; SCHOOL MENTAL HEALTH PROFESSIONALS; TUITION AND FEES,school mental health professionals; academy,0
HB2161,2023_2024,RS1,rent increase; limitation; substantial remodel,ARIZONA RESIDENTIAL LANDLORD AND TENANT ACT; LIMITATION; PROPERTY - TITLE 33; RENT INCREASE; SUBSTANTIAL REMODEL,rent increase; limitation; substantial remodel,0
HB2162,2023_2024,RS1,outpatient treatment centers; facility fees,FACILITY FEES; HEALTH CARE INSTITUTIONS; OUTPATIENT TREATMENT CENTERS; PUBLIC HEALTH AND SAFETY - TITLE 36,outpatient treatment centers; facility fees,0
HB2163,2023_2024,RS1,health care institutions; civil penalties,CIVIL PENALTIES; HEALTH CARE INSTITUTIONS; PUBLIC HEALTH AND SAFETY - TITLE 36,health care institutions; civil penalties,0
HB2164,2023_2024,RS1,subsequent irrigation; non-expansion areas; procedures,GROUNDWATER CODE; NON-EXPANSION AREA; PROCEDURES; SUBSEQUENT IRRIGATION; WATERS - TITLE 45,subsequent irrigation; non-expansion areas; procedures,0
HB2165,2023_2024,RS1,adequate water supply; statewide requirements,ADEQUATE WATER SUPPLY; CITIES AND TOWNS - TITLE 9; COUNTIES - TITLE 11; PROFESSIONS AND OCCUPATIONS - TITLE 32; PROPERTY - TITLE 33; SPECIAL TAXING DISTRICTS - TITLE 48; STATEWIDE REQUIREMENTS; WATERS - TITLE 45,adequate water supply; statewide requirements,0
HB2166,2023_2024,RS1,DHS; licensure; group homes,ADULT FOSTER CARE; BEHAVIORAL-SUPPORTED GROUP HOMES; DEPARTMENT OF HEALTH SERVICES (DHS); DEVELOPMENTAL DISABILITIES; DHS (SEE ALSO: DEPARTMENT OF HEALTH SERVICES); GROUP HOMES; LICENSURE; PUBLIC HEALTH AND SAFETY - TITLE 36,DHS; licensure; group homes,0
HB2167,2023_2024,RS1,drug offenses; homicide; sentencing,CRIMINAL CODE - TITLE 13; DANGEROUS CRIMES AGAINST CHILDREN; DRUG OFFENSES; DRUG TRAFFICKING HOMICIDE; HOMICIDE; SENTENCING,drug offenses; homicide; sentencing,0
HB2168,2023_2024,RS1,Good Samaritan; medical assistance,DRUG OFFENSES; GOOD SAMARITAN LAWS; MEDICAL ASSISTANCE; REPEAL,Good Samaritan; medical assistance,0
HB2169,2023_2024,RS1,sexual conduct; minor; classification; sentence,ANNUAL REPORT (S); CHILD SEX DOLL (S); CLASSIFICATION; CRIMINAL CODE - TITLE 13; DEFINITION (S); EMERGENCY (S); EMERGENCY CLAUSE (S); EVIDENCE (S); EXPLOITATION (S); IMPORTING (S); MINOR (S); MINORS; POSSESSING (S); SENTENCE; SEXUAL CONDUCT; SEXUAL CONDUCT WITH A MINOR; SEXUAL EXPLOITATION (S); SEXUAL OFFENSES; STRIKE EVERYTHING AMENDMENT (S); TRAFFICKING (S),(NOW: child sex doll; exploitation),0
HB2170,2023_2024,RS1,provisional concealed weapons permit,CONCEALED WEAPON; CRIMINAL CODE - TITLE 13; FIREARMS; PROVISIONAL CONCEALED WEAPONS PERMIT; STATE GOVERNMENT - TITLE 41,provisional concealed weapons permit,0
HB2172,2023_2024,RS1,massage therapy; communication proficiency; repeal,COMMUNICATION PROFICIENCY; MASSAGE THERAPY; MASSAGE THERAPY LICENSURE; PROFESSIONS AND OCCUPATIONS - TITLE 32; REPEAL,massage therapy; communication proficiency; repeal,0
HB2173,2023_2024,RS1,nursing homes; advisory council,ADVISORY COUNCIL; NURSING CARE INSTITUTIONS; NURSING HOMES; PUBLIC HEALTH AND SAFETY - TITLE 36,nursing homes; advisory council,0
HB2174,2023_2024,RS1,supported decision-making; supporter obligations,"INDIVIDUALS WITH DISABILITIES; SUPPORTED DECISION-MAKING; SUPPORTER OBLIGATIONS; TRUSTS, ESTATES AND PROTECTIVE PROCEEDINGS - TITLE 14",supported decision-making; supporter obligations,0
HB2175,2023_2024,RS1,AHCCCS; complex rehabilitation technology,AHCCCS (SEE ALSO: ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM); ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM (AHCCCS); COMPLEX REHABILITATION TECHNOLOGY; PUBLIC HEALTH AND SAFETY - TITLE 36,AHCCCS; complex rehabilitation technology,0
HB2176,2023_2024,RS1,AHCCCS; outpatient services,AHCCCS (SEE ALSO: ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM); ARIZONA HEALTH CARE COST CONTAINMENT SYSTEM (AHCCCS); OUTPATIENT SERVICES; PUBLIC HEALTH AND SAFETY - TITLE 36,AHCCCS; outpatient services,0
